Expedition,Site,Hole,Core,Section,Top Depth (cm),Bottom Depth (cm),Depth (mbsf),Depth (rmcd),Depth (rmcd adj),Age (Ma),Material,d13C,d18O,Lab,Source
198,1209,B,25,5,102,102.5,230.6225,256.8525,256.8525,64.837,bulk,2.322,-0.673,UCSC,PMH
198,1209,B,25,5,103,103.5,230.6325,256.8625,256.8625,64.841,bulk,2.257,-0.767,UCSC,PMH
198,1209,B,25,5,104,104.5,230.6425,256.8725,256.8725,64.845,bulk,2.29,-0.746,UCSC,PMH
198,1209,B,25,5,105,105.5,230.6525,256.8825,256.8825,64.848,bulk,2.266,-0.584,UCSC,PMH
198,1209,B,25,5,106,106.5,230.6625,256.8925,256.8925,64.852,bulk,2.392,-0.845,UCSC,PMH
198,1209,B,25,5,107,107.5,230.6725,256.9025,256.9025,64.856,bulk,2.347,-0.703,UCSC,PMH
198,1209,B,25,5,108,108.5,230.6825,256.9125,256.9125,64.86,bulk,2.332,-0.97,UCSC,PMH
198,1209,B,25,5,109,109.5,230.6925,256.9225,256.9225,64.864,bulk,2.306,-0.898,UCSC,PMH
198,1209,B,25,5,110,110.5,230.7025,256.9325,256.9325,64.868,bulk,2.262,-1.096,UCSC,PMH
198,1209,B,25,5,111,111.5,230.7125,256.9425,256.9425,64.871,bulk,2.261,-1.201,UCSC,PMH
198,1209,B,25,5,112,112.5,230.7225,256.9525,256.9525,64.875,bulk,2.287,-1.055,UCSC,PMH
198,1209,B,25,5,113,113.5,230.7325,256.9625,256.9625,64.879,bulk,2.281,-1.003,UCSC,PMH
198,1209,B,25,5,114,114.5,230.7425,256.9725,256.9725,64.883,bulk,2.241,-1.171,UCSC,PMH
198,1209,B,25,5,115,115.5,230.7525,256.9825,256.9825,64.887,bulk,2.256,-0.947,UCSC,PMH
198,1209,B,25,5,115,115.5,230.7525,256.9825,256.9825,64.887,bulk,2.204,-0.79,UCSC,PMH
198,1209,B,25,5,116,116.5,230.7625,256.9925,256.9925,64.891,bulk,2.103,-1.054,UCSC,PMH
198,1209,B,25,5,117,117.5,230.7725,257.0025,257.0025,64.895,bulk,2.129,-1.094,UCSC,PMH
198,1209,B,25,5,118,118.5,230.7825,257.0125,257.0125,64.898,bulk,2.108,-1.125,UCSC,PMH
198,1209,B,25,5,119,119.5,230.7925,257.0225,257.0225,64.902,bulk,2.138,-1.038,UCSC,PMH
198,1209,B,25,5,120,120.5,230.8025,257.0325,257.0325,64.906,bulk,2.189,-1.028,UCSC,PMH
198,1209,B,25,5,121,121.5,230.8125,257.0425,257.0425,64.91,bulk,2.257,-0.941,UCSC,PMH
198,1209,B,25,5,122,122.5,230.8225,257.0525,257.0525,64.914,bulk,2.241,-1.121,UCSC,PMH
198,1209,B,25,5,123,123.5,230.8325,257.0625,257.0625,64.918,bulk,2.195,-0.963,UCSC,PMH
198,1209,B,25,5,124,124.5,230.8425,257.0725,257.0725,64.921,bulk,2.085,-0.933,UCSC,PMH
198,1209,B,25,5,125,125.5,230.8525,257.0825,257.0825,64.925,bulk,2.129,-0.959,UCSC,PMH
198,1209,B,25,5,126,126.5,230.8625,257.0925,257.0925,64.929,bulk,2.131,-0.915,UCSC,PMH
198,1209,B,25,5,127,127.5,230.8725,257.1025,257.1025,64.933,bulk,2.236,-0.825,UCSC,PMH
198,1209,B,25,5,128,128.5,230.8825,257.1125,257.1125,64.935,bulk,2.247,-0.739,UCSC,PMH
198,1209,B,25,5,129,129.5,230.8925,257.1225,257.1225,64.937,bulk,2.15,-0.861,UCSC,PMH
198,1209,B,25,5,130,130.5,230.9025,257.1325,257.1325,64.94,bulk,2.163,-0.856,UCSC,PMH
198,1209,B,25,5,131,131.5,230.9125,257.1425,257.1425,64.942,bulk,2.131,-0.872,UCSC,PMH
198,1209,B,25,5,132,132.5,230.9225,257.1525,257.1525,64.944,bulk,2.151,-0.895,UCSC,PMH
198,1209,B,25,5,133,133.5,230.9325,257.1625,257.1625,64.947,bulk,2.122,-0.827,UCSC,PMH
198,1209,B,25,5,134,134.5,230.9425,257.1725,257.1725,64.949,bulk,2.113,-0.784,UCSC,PMH
198,1209,B,25,5,135,135.5,230.9525,257.1825,257.1825,64.951,bulk,2.113,-0.751,UCSC,PMH
198,1209,B,25,5,136,136.5,230.9625,257.1925,257.1925,64.954,bulk,2.105,-0.848,UCSC,PMH
198,1209,B,25,5,137,137.5,230.9725,257.2025,257.2025,64.956,bulk,2.135,-0.766,UCSC,PMH
198,1209,B,25,5,138,138.5,230.9825,257.2125,257.2125,64.958,bulk,2.126,-0.761,UCSC,PMH
198,1209,B,25,5,139,139.5,230.9925,257.2225,257.2225,64.961,bulk,2.139,-0.742,UCSC,PMH
198,1209,B,25,5,140,140.5,231.0025,257.2325,257.2325,64.963,bulk,2.144,-0.721,UCSC,PMH
198,1209,B,25,5,141,141.5,231.0125,257.2425,257.2425,64.965,bulk,2.149,-0.694,UCSC,PMH
198,1209,B,25,5,142,142.5,231.0225,257.2525,257.2525,64.968,bulk,2.152,-0.646,UCSC,PMH
198,1209,B,25,5,143,143.5,231.0325,257.2625,257.2625,64.97,bulk,2.153,-0.688,UCSC,PMH
198,1209,B,25,5,144,144.5,231.0425,257.2725,257.2725,64.972,bulk,2.161,-0.664,UCSC,PMH
198,1209,B,25,5,146,146.5,231.0625,257.2925,257.2925,64.977,bulk,2.16,-0.665,UCSC,PMH
198,1209,B,25,5,147,147.5,231.0725,257.3025,257.3025,64.979,bulk,2.147,-0.609,UCSC,PMH
198,1209,B,25,5,148,148.5,231.0825,257.3125,257.3125,64.982,bulk,2.177,-0.653,UCSC,PMH
198,1209,B,25,6,0,0.5,231.1025,257.3325,257.3325,64.986,bulk,2.169,-0.615,UCSC,PMH
198,1209,B,25,6,1,1.5,231.1125,257.3425,257.3425,64.989,bulk,2.148,-0.552,UCSC,PMH
198,1209,B,25,6,2,2.5,231.1225,257.3525,257.3525,64.991,bulk,2.158,-0.569,UCSC,PMH
198,1209,B,25,6,3,3.5,231.1325,257.3625,257.3625,64.993,bulk,2.127,-0.61,UCSC,PMH
198,1209,B,25,6,4,4.5,231.1425,257.3725,257.3725,64.996,bulk,2.168,-0.546,UCSC,PMH
198,1209,B,25,6,5,5.5,231.1525,257.3825,257.3825,64.998,bulk,2.19,-0.568,UCSC,PMH
198,1209,B,25,6,6,6.5,231.1625,257.3925,257.3925,65,bulk,2.181,-0.492,UCSC,PMH
198,1209,B,25,6,7,7.5,231.1725,257.4025,257.4025,65.003,bulk,2.159,-0.516,UCSC,PMH
198,1209,B,25,6,8,8.5,231.1825,257.4125,257.4125,65.005,bulk,2.154,-0.556,UCSC,PMH
198,1209,B,25,6,9,9.5,231.1925,257.4225,257.4225,65.007,bulk,2.16,-0.615,UCSC,PMH
198,1209,B,25,6,10,10.5,231.2025,257.4325,257.4325,65.01,bulk,2.156,-0.588,UCSC,PMH
198,1209,B,25,6,11,11.5,231.2125,257.4425,257.4425,65.012,bulk,2.149,-0.724,UCSC,PMH
198,1209,B,25,6,12,12.5,231.2225,257.4525,257.4525,65.015,bulk,2.164,-0.884,UCSC,PMH
198,1209,B,25,6,13,13.5,231.2325,257.4625,257.4625,65.017,bulk,2.128,-0.78,UCSC,PMH
198,1209,B,25,6,14,14.5,231.2425,257.4725,257.4725,65.019,bulk,2.162,-0.916,UCSC,PMH
198,1209,B,25,6,15,15.5,231.2525,257.4825,257.4825,65.022,bulk,2.125,-0.924,UCSC,PMH
198,1209,B,25,6,16,16.5,231.2625,257.4925,257.4925,65.024,bulk,2.212,-0.893,UCSC,PMH
198,1209,B,25,6,17,17.5,231.2725,257.5025,257.5025,65.026,bulk,2.163,-1.096,UCSC,PMH
198,1209,B,25,6,18,18.5,231.2825,257.5125,257.5125,65.029,bulk,2.171,-0.967,UCSC,PMH
198,1209,B,25,6,19,19.5,231.2925,257.5225,257.5225,65.031,bulk,2.158,-1.053,UCSC,PMH
198,1209,B,25,6,20,20.5,231.3025,257.5325,257.5325,65.033,bulk,2.175,-0.954,UCSC,PMH
198,1209,B,25,6,21,21.5,231.3125,257.5425,257.5425,65.035,bulk,2.136,-0.931,UCSC,PMH
198,1209,B,25,6,22,22.5,231.3225,257.5525,257.5525,65.037,bulk,2.158,-0.836,UCSC,PMH
198,1209,B,25,6,23,23.5,231.3325,257.5625,257.5625,65.038,bulk,2.183,-0.92,UCSC,PMH
198,1209,B,25,6,24,24.5,231.3425,257.5725,257.5725,65.04,bulk,2.164,-0.937,UCSC,PMH
198,1209,B,25,6,25,25.5,231.3525,257.5825,257.5825,65.041,bulk,2.195,-0.955,UCSC,PMH
198,1209,B,25,6,26,26.5,231.3625,257.5925,257.5925,65.043,bulk,2.156,-0.894,UCSC,PMH
198,1209,B,25,6,27,27.5,231.3725,257.6025,257.6025,65.044,bulk,2.081,-0.962,UCSC,PMH
198,1209,B,25,6,28,28.5,231.3825,257.6125,257.6125,65.046,bulk,2.127,-1.011,UCSC,PMH
198,1209,B,25,6,29,29.5,231.3925,257.6225,257.6225,65.048,bulk,2.074,-0.918,UCSC,PMH
198,1209,B,25,6,30,30.5,231.4025,257.6325,257.6325,65.049,bulk,2.061,-0.978,UCSC,PMH
198,1209,B,25,6,31,31.5,231.4125,257.6425,257.6425,65.051,bulk,2.07,-1.012,UCSC,PMH
198,1209,B,25,6,32,32.5,231.4225,257.6525,257.6525,65.052,bulk,2.039,-0.935,UCSC,PMH
198,1209,B,25,6,33,33.5,231.4325,257.6625,257.6625,65.054,bulk,2.015,-0.829,UCSC,PMH
198,1209,B,25,6,34,34.5,231.4425,257.6725,257.6725,65.055,bulk,1.986,-0.877,UCSC,PMH
198,1209,B,25,6,35,35.5,231.4525,257.6825,257.6825,65.057,bulk,2.025,-0.902,UCSC,PMH
198,1209,B,25,6,36,36.5,231.4625,257.6925,257.6925,65.058,bulk,2.036,-0.881,UCSC,PMH
198,1209,B,25,6,37,37.5,231.4725,257.7025,257.7025,65.06,bulk,2.005,-1.005,UCSC,PMH
198,1209,B,25,6,38,38.5,231.4825,257.7125,257.7125,65.061,bulk,2.017,-0.95,UCSC,PMH
198,1209,B,25,6,39,39.5,231.4925,257.7225,257.7225,65.063,bulk,2.1,-0.909,UCSC,PMH
198,1209,B,25,6,40,40.5,231.5025,257.7325,257.7325,65.064,bulk,2.056,-1.058,UCSC,PMH
198,1209,B,25,6,41,41.5,231.5125,257.7425,257.7425,65.066,bulk,2.069,-1.06,UCSC,PMH
198,1209,B,25,6,42,42.5,231.5225,257.7525,257.7525,65.067,bulk,2.118,-1.071,UCSC,PMH
198,1209,B,25,6,43,43.5,231.5325,257.7625,257.7625,65.069,bulk,2.053,-0.905,UCSC,PMH
198,1209,B,25,6,44,44.5,231.5425,257.7725,257.7725,65.07,bulk,2.071,-0.997,UCSC,PMH
198,1209,B,25,6,45,45.5,231.5525,257.7825,257.7825,65.072,bulk,2.075,-0.979,UCSC,PMH
198,1209,B,25,6,46,46.5,231.5625,257.7925,257.7925,65.073,bulk,2.048,-0.966,UCSC,PMH
198,1209,B,25,6,47,47.5,231.5725,257.8025,257.8025,65.075,bulk,2.026,-0.967,UCSC,PMH
198,1209,B,25,6,48,48.5,231.5825,257.8125,257.8125,65.076,bulk,2.082,-1.057,UCSC,PMH
198,1209,B,25,6,49,49.5,231.5925,257.8225,257.8225,65.078,bulk,2.121,-1.138,UCSC,PMH
198,1209,B,25,6,50,50.5,231.6025,257.8325,257.8325,65.079,bulk,2.111,-1.184,UCSC,PMH
198,1209,B,25,6,51,51.5,231.6125,257.8425,257.8425,65.081,bulk,2.131,-1.142,UCSC,PMH
198,1209,B,25,6,52,52.5,231.6225,257.8525,257.8525,65.082,bulk,2.108,-1.026,UCSC,PMH
198,1209,B,25,6,53,53.5,231.6325,257.8625,257.8625,65.084,bulk,2.118,-0.98,UCSC,PMH
198,1209,B,25,6,54,54.5,231.6425,257.8725,257.8725,65.085,bulk,2.106,-0.847,UCSC,PMH
198,1209,B,25,6,55,55.5,231.6525,257.8825,257.8825,65.087,bulk,2.035,-0.895,UCSC,PMH
198,1209,B,25,6,56,56.5,231.6625,257.8925,257.8925,65.088,bulk,2.036,-0.939,UCSC,PMH
198,1209,B,25,6,57,57.5,231.6725,257.9025,257.9025,65.09,bulk,2.046,-0.791,UCSC,PMH
198,1209,B,25,6,58,58.5,231.6825,257.9125,257.9125,65.091,bulk,2.059,-0.899,UCSC,PMH
198,1209,A,25,4,44,44.5,231.6425,257.9225,257.9180275,65.092,bulk,2.066,-0.835,UCSC,PMH
198,1209,B,25,6,59,59.5,231.6925,257.9225,257.9225,65.093,bulk,2.03,-0.961,UCSC,PMH
198,1209,A,25,4,45,45.5,231.6525,257.9325,257.9284862,65.094,bulk,2.052,-1.029,UCSC,PMH
198,1209,B,25,6,60,60.5,231.7025,257.9325,257.9325,65.094,bulk,2.144,-0.943,UCSC,PMH
198,1209,B,25,6,61,61.5,231.7125,257.9425,257.9425,65.096,bulk,2.092,-0.948,UCSC,PMH
198,1209,A,25,4,47,47.5,231.6725,257.9525,257.9494037,65.097,bulk,2.031,-0.855,UCSC,PMH
198,1209,B,25,6,62,62.5,231.7225,257.9525,257.9525,65.098,bulk,2.055,-0.941,UCSC,PMH
198,1209,A,25,4,48,48.5,231.6825,257.9625,257.9598624,65.099,bulk,2.098,-0.693,UCSC,PMH
198,1209,B,25,6,63,63.5,231.7325,257.9625,257.9625,65.099,bulk,2.001,-0.865,UCSC,PMH
198,1209,A,25,4,49,49.5,231.6925,257.9725,257.9703211,65.1,bulk,2.077,-0.763,UCSC,PMH
198,1209,B,25,6,64,64.5,231.7425,257.9725,257.9725,65.101,bulk,2.076,-0.813,UCSC,PMH
198,1209,A,25,4,50,50.5,231.7025,257.9825,257.9807798,65.102,bulk,2.004,-0.833,UCSC,PMH
198,1209,B,25,6,65,65.5,231.7525,257.9825,257.9825,65.102,bulk,2.063,-0.982,UCSC,PMH
198,1209,A,25,4,51,51.5,231.7125,257.9925,257.9912385,65.103,bulk,2.044,-0.83,UCSC,PMH
198,1209,B,25,6,66,66.5,231.7625,257.9925,257.9925,65.104,bulk,2.041,-0.843,UCSC,PMH
198,1209,B,25,6,67,67.5,231.7725,258.0025,258.0025,65.105,bulk,2.081,-0.91,UCSC,PMH
198,1209,A,25,4,53,53.5,231.7325,258.0125,258.012156,65.107,bulk,2.075,-0.863,UCSC,PMH
198,1209,B,25,6,68,68.5,231.7825,258.0125,258.0125,65.107,bulk,2.071,-1.007,UCSC,PMH
198,1209,B,25,6,69,69.5,231.7925,258.0225,258.0221833,65.108,bulk,2.044,-0.875,UCSC,PMH
198,1209,A,25,4,54,54.5,231.7425,258.0225,258.0225,65.108,bulk,2.004,-0.901,UCSC,PMH
198,1209,B,25,6,70,70.5,231.8025,258.0325,258.0309167,65.109,bulk,2.073,-0.852,UCSC,PMH
198,1209,A,25,4,55,55.5,231.7525,258.0325,258.0325,65.11,bulk,2.023,-0.837,UCSC,PMH
198,1209,B,25,6,71,71.5,231.8125,258.0425,258.03965,65.111,bulk,2.122,-0.948,UCSC,PMH
198,1209,A,25,4,56,56.5,231.7625,258.0425,258.0425,65.111,bulk,1.972,-0.868,UCSC,PMH
198,1209,B,25,6,72,72.5,231.8225,258.0525,258.0483833,65.112,bulk,2.087,-0.834,UCSC,PMH
198,1209,A,25,4,57,57.5,231.7725,258.0525,258.0525,65.113,bulk,2.068,-0.79,UCSC,PMH
198,1209,B,25,6,73,73.5,231.8325,258.0625,258.0571167,65.113,bulk,2.072,-0.956,UCSC,PMH
198,1209,A,25,4,58,58.5,231.7825,258.0625,258.0625,65.114,bulk,2.062,-0.899,UCSC,PMH
198,1209,B,25,6,74,74.5,231.8425,258.0725,258.06585,65.115,bulk,2.094,-0.888,UCSC,PMH
198,1209,A,25,4,59,59.5,231.7925,258.0725,258.0725,65.116,bulk,2.058,-0.924,UCSC,PMH
198,1209,B,25,6,75,75.5,231.8525,258.0825,258.0745833,65.116,bulk,2.09,-0.831,UCSC,PMH
198,1209,A,25,4,60,60.5,231.8025,258.0825,258.0825,65.117,bulk,2.031,-0.912,UCSC,PMH
198,1209,B,25,6,76,76.5,231.8625,258.0925,258.0833167,65.117,bulk,2.15,-0.847,UCSC,PMH
198,1209,B,25,6,77,77.5,231.8725,258.1025,258.09205,65.119,bulk,2.025,-0.886,UCSC,PMH
198,1209,A,25,4,61,61.5,231.8125,258.0925,258.0925,65.119,bulk,2.033,-0.824,UCSC,PMH
198,1209,B,25,6,78,78.5,231.8825,258.1125,258.1007833,65.12,bulk,2.011,-0.806,UCSC,PMH
198,1209,A,25,4,62,62.5,231.8225,258.1025,258.1025,65.12,bulk,2.031,-0.844,UCSC,PMH
198,1209,A,25,4,63,63.5,231.8325,258.1125,258.1125,65.122,bulk,2.084,-0.862,UCSC,PMH
198,1209,A,25,4,64,64.5,231.8425,258.1225,258.1225,65.123,bulk,2.04,-0.751,UCSC,PMH
198,1209,A,25,4,65,65.5,231.8525,258.1325,258.1325,65.125,bulk,2,-0.727,UCSC,PMH
198,1209,A,25,4,66,66.5,231.8625,258.1425,258.1425,65.126,bulk,2.006,-0.831,UCSC,PMH
198,1209,A,25,4,67,67.5,231.8725,258.1525,258.1525,65.128,bulk,2.029,-0.954,UCSC,PMH
198,1209,A,25,4,68,68.5,231.8825,258.1625,258.1625,65.129,bulk,2.05,-0.896,UCSC,PMH
198,1209,A,25,4,69,69.5,231.8925,258.1725,258.1725,65.131,bulk,2.04,-0.789,UCSC,PMH
198,1209,A,25,4,70,70.5,231.9025,258.1825,258.1825,65.133,bulk,2.067,-0.79,UCSC,PMH
198,1209,A,25,4,71,71.5,231.9125,258.1925,258.1925,65.138,bulk,2.071,-0.708,UCSC,PMH
198,1209,A,25,4,72,72.5,231.9225,258.2025,258.2025,65.144,bulk,2.101,-0.692,UCSC,PMH
198,1209,A,25,4,73,73.5,231.9325,258.2125,258.2125,65.149,bulk,2.121,-0.497,UCSC,PMH
198,1209,A,25,4,74,74.5,231.9425,258.2225,258.2225,65.154,bulk,2.095,-0.487,UCSC,PMH
198,1209,A,25,4,75,75.5,231.9525,258.2325,258.2325,65.159,bulk,2.083,-0.374,UCSC,PMH
198,1209,A,25,4,76,76.5,231.9625,258.2425,258.2425,65.164,bulk,2.055,-0.389,UCSC,PMH
198,1209,A,25,4,77,77.5,231.9725,258.2525,258.2525,65.169,bulk,2.034,-0.529,UCSC,PMH
198,1209,A,25,4,78,78.5,231.9825,258.2625,258.2625,65.175,bulk,2.069,-0.601,UCSC,PMH
198,1209,A,25,4,79,79.5,231.9925,258.2725,258.2725,65.18,bulk,2.034,-0.752,UCSC,PMH
198,1209,A,25,4,80,80.5,232.0025,258.2825,258.2825,65.185,bulk,2.056,-0.73,UCSC,PMH
198,1209,A,25,4,81,81.5,232.0125,258.2925,258.2925,65.19,bulk,1.968,-0.906,UCSC,PMH
198,1209,A,25,4,82,82.5,232.0225,258.3025,258.3025,65.195,bulk,1.975,-0.727,UCSC,PMH
198,1209,A,25,4,83,83.5,232.0325,258.3125,258.3125,65.2,bulk,1.99,-0.772,UCSC,PMH
198,1209,A,25,4,85,85.5,232.0525,258.3325,258.3325,65.211,bulk,2.002,-0.639,UCSC,PMH
198,1209,A,25,4,86,86.5,232.0625,258.3425,258.3425,65.216,bulk,1.964,-0.648,UCSC,PMH
198,1209,A,25,4,87,87.5,232.0725,258.3525,258.3525,65.221,bulk,1.948,-0.689,UCSC,PMH
198,1209,A,25,4,88,88.5,232.0825,258.3625,258.3625,65.226,bulk,1.921,-0.647,UCSC,PMH
198,1209,A,25,4,89,89.5,232.0925,258.3725,258.3725,65.228,bulk,1.878,-0.747,UCSC,PMH
198,1209,A,25,4,90,90.5,232.1025,258.3825,258.3825,65.23,bulk,1.891,-0.732,UCSC,PMH
198,1209,A,25,4,91,91.5,232.1125,258.3925,258.3925,65.233,bulk,1.94,-0.599,UCSC,PMH
198,1209,A,25,4,92,92.5,232.1225,258.4025,258.4025,65.235,bulk,1.946,-0.539,UCSC,PMH
198,1209,A,25,4,93,93.5,232.1325,258.4125,258.4125,65.237,bulk,1.954,-0.491,UCSC,PMH
198,1209,A,25,4,94,94.5,232.1425,258.4225,258.4225,65.24,bulk,1.938,-0.349,UCSC,PMH
198,1209,A,25,4,95,95.5,232.1525,258.4325,258.4325,65.242,bulk,1.947,-0.371,UCSC,PMH
198,1209,A,25,4,96,96.5,232.1625,258.4425,258.4425,65.245,bulk,2.019,-0.249,UCSC,PMH
198,1209,A,25,4,97,97.5,232.1725,258.4525,258.4525,65.247,bulk,1.975,-0.285,UCSC,PMH
198,1209,A,25,4,98,98.5,232.1825,258.4625,258.4625,65.249,bulk,1.947,-0.312,UCSC,PMH
198,1209,A,25,4,99,99.5,232.1925,258.4725,258.4725,65.252,bulk,1.857,-0.366,UCSC,PMH
198,1209,A,25,4,100,100.5,232.2025,258.4825,258.4825,65.254,bulk,1.737,-0.755,UCSC,PMH
198,1209,A,25,4,101,101.5,232.2125,258.4925,258.4925,65.256,bulk,1.809,-0.749,UCSC,PMH
198,1209,A,25,4,102,102.5,232.2225,258.5025,258.5025,65.259,bulk,1.81,-0.677,UCSC,PMH
198,1209,A,25,4,103,103.5,232.2325,258.5125,258.5125,65.261,bulk,1.737,-0.658,UCSC,PMH
198,1209,A,25,4,104,104.5,232.2425,258.5225,258.5225,65.263,bulk,1.825,-0.7,UCSC,PMH
198,1209,A,25,4,105,105.5,232.2525,258.5325,258.5325,65.266,bulk,1.777,-0.655,UCSC,PMH
198,1209,A,25,4,106,106.5,232.2625,258.5425,258.5425,65.268,bulk,1.764,-0.721,UCSC,PMH
198,1209,A,25,4,107,107.5,232.2725,258.5525,258.5525,65.271,bulk,1.72,-0.757,UCSC,PMH
198,1209,A,25,4,108,108.5,232.2825,258.5625,258.5625,65.273,bulk,1.705,-0.845,UCSC,PMH
198,1209,A,25,4,109,109.5,232.2925,258.5725,258.5725,65.275,bulk,1.736,-0.883,UCSC,PMH
198,1209,A,25,4,110,110.5,232.3025,258.5825,258.5825,65.278,bulk,1.752,-0.894,UCSC,PMH
198,1209,A,25,4,111,111.5,232.3125,258.5925,258.5925,65.28,bulk,1.74,-0.841,UCSC,PMH
198,1209,A,25,4,112,112.5,232.3225,258.6025,258.6025,65.282,bulk,1.783,-0.849,UCSC,PMH
198,1209,A,25,4,113,113.5,232.3325,258.6125,258.6125,65.285,bulk,1.805,-0.769,UCSC,PMH
198,1209,A,25,4,114,114.5,232.3425,258.6225,258.6225,65.287,bulk,1.855,-0.708,UCSC,PMH
198,1209,A,25,4,116,116.5,232.3625,258.6425,258.6425,65.292,bulk,1.904,-0.75,UCSC,PMH
198,1209,A,25,4,117,117.5,232.3725,258.6525,258.6525,65.294,bulk,1.842,-0.59,UCSC,PMH
198,1209,A,25,4,118,118.5,232.3825,258.6625,258.6625,65.297,bulk,1.978,-0.662,UCSC,PMH
198,1209,A,25,4,119,119.5,232.3925,258.6725,258.6725,65.299,bulk,1.936,-0.696,UCSC,PMH
198,1209,A,25,4,120,120.5,232.4025,258.6825,258.6825,65.301,bulk,1.872,-0.694,UCSC,PMH
198,1209,A,25,4,121,121.5,232.4125,258.6925,258.6925,65.304,bulk,1.868,-0.776,UCSC,PMH
198,1209,A,25,4,122,122.5,232.4225,258.7025,258.7025,65.306,bulk,1.882,-0.771,UCSC,PMH
198,1209,A,25,4,123,123.5,232.4325,258.7125,258.7125,65.308,bulk,1.721,-0.88,UCSC,PMH
