Type,Study,Site,Sample,Depth,Depth type,Age (Ma),Age Frame,"Age (Ma, relative to KPg)",Sample Type,Species,d18O,Temperature (C),Delta_Temperature
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,125-126",215.795,mcd,65.8874,D.-T. et al. 2014,0.1355,Benthic,Nuttallides truempyi,0.25,8.95,0.4
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,126-127",215.80499,mcd,65.8896,D.-T. et al. 2014,0.1333,Benthic,Nuttallides truempyi,0.29,8.78,0.22
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,127-128",215.815,mcd,65.8919,D.-T. et al. 2014,0.131,Benthic,Nuttallides truempyi,0.2,9.17,0.62
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,128-129",215.825,mcd,65.8941,D.-T. et al. 2014,0.1288,Benthic,Nuttallides truempyi,0.22,9.09,0.53
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,129-130",215.83501,mcd,65.8964,D.-T. et al. 2014,0.1266,Benthic,Nuttallides truempyi,0.19,9.22,0.66
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,130-131",215.845,mcd,65.8986,D.-T. et al. 2014,0.1244,Benthic,Nuttallides truempyi,0.26,8.91,0.35
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,131-132",215.855,mcd,65.9009,D.-T. et al. 2014,0.1221,Benthic,Nuttallides truempyi,0.24,9,0.44
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,132-133",215.86501,mcd,65.9031,D.-T. et al. 2014,0.1199,Benthic,Nuttallides truempyi,0.31,8.69,0.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,133-134",215.875,mcd,65.9054,D.-T. et al. 2014,0.1177,Benthic,Nuttallides truempyi,0.2,9.17,0.62
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,134-135",215.88499,mcd,65.9076,D.-T. et al. 2014,0.1155,Benthic,Nuttallides truempyi,0.25,8.95,0.4
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,135-136",215.895,mcd,65.9099,D.-T. et al. 2014,0.1133,Benthic,Nuttallides truempyi,0.28,8.82,0.26
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,137-138",215.91499,mcd,65.9143,D.-T. et al. 2014,0.1088,Benthic,Nuttallides truempyi,0.24,9,0.44
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,138-139",215.925,mcd,65.9165,D.-T. et al. 2014,0.1066,Benthic,Nuttallides truempyi,0.28,8.82,0.26
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,139-140",215.935,mcd,65.9186,D.-T. et al. 2014,0.1044,Benthic,Nuttallides truempyi,0.22,9.09,0.53
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,140-141",215.94501,mcd,65.9208,D.-T. et al. 2014,0.1021,Benthic,Nuttallides truempyi,0.25,8.95,0.4
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,141-142",215.955,mcd,65.923,D.-T. et al. 2014,0.0999,Benthic,Nuttallides truempyi,0.25,8.95,0.4
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,142-143",215.965,mcd,65.9252,D.-T. et al. 2014,0.0977,Benthic,Nuttallides truempyi,0.29,8.78,0.22
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,143-144",215.97501,mcd,65.9274,D.-T. et al. 2014,0.0955,Benthic,Nuttallides truempyi,0.33,8.6,0.04
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,144-145",215.985,mcd,65.9296,D.-T. et al. 2014,0.0932,Benthic,Nuttallides truempyi,0.26,8.91,0.35
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,146-147",216.005,mcd,65.9339,D.-T. et al. 2014,0.0888,Benthic,Nuttallides truempyi,0.3,8.73,0.18
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-1,148-149",216.02499,mcd,65.9383,D.-T. et al. 2014,0.0843,Benthic,Nuttallides truempyi,,,
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,0-1",216.045,mcd,65.9427,D.-T. et al. 2014,0.0799,Benthic,Nuttallides truempyi,0.32,8.64,0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,1-2",216.05499,mcd,65.9449,D.-T. et al. 2014,0.0777,Benthic,Nuttallides truempyi,0.26,8.91,0.35
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,2-3",216.065,mcd,65.947,D.-T. et al. 2014,0.0755,Benthic,Nuttallides truempyi,0.22,9.09,0.53
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,3-4",216.075,mcd,65.9492,D.-T. et al. 2014,0.0732,Benthic,Nuttallides truempyi,0.27,8.86,0.31
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,4-5",216.08501,mcd,65.9514,D.-T. et al. 2014,0.071,Benthic,Nuttallides truempyi,0.31,8.69,0.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,5-6",216.095,mcd,65.9536,D.-T. et al. 2014,0.0688,Benthic,Nuttallides truempyi,0.28,8.82,0.26
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,6-7",216.105,mcd,65.9558,D.-T. et al. 2014,0.0666,Benthic,Nuttallides truempyi,0.28,8.82,0.26
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,8-9",216.125,mcd,65.9601,D.-T. et al. 2014,0.0621,Benthic,Nuttallides truempyi,0.26,8.91,0.35
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,9-10",216.13499,mcd,65.9623,D.-T. et al. 2014,0.0599,Benthic,Nuttallides truempyi,0.29,8.78,0.22
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,10-11",216.145,mcd,65.9645,D.-T. et al. 2014,0.0577,Benthic,Nuttallides truempyi,0.2,9.17,0.62
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,12-13",216.16499,mcd,65.9689,D.-T. et al. 2014,0.0532,Benthic,Nuttallides truempyi,0.24,9,0.44
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,14-15",216.185,mcd,65.9733,D.-T. et al. 2014,0.0488,Benthic,Nuttallides truempyi,0.35,8.51,-0.04
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,16-17",216.205,mcd,65.9776,D.-T. et al. 2014,0.0446,Benthic,Nuttallides truempyi,0.27,8.86,0.31
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,18-19",216.22501,mcd,65.982,D.-T. et al. 2014,0.0405,Benthic,Nuttallides truempyi,0.39,8.33,-0.22
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,20-21",216.245,mcd,65.9864,D.-T. et al. 2014,0.0365,Benthic,Nuttallides truempyi,0.41,8.25,-0.31
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,22-23",216.265,mcd,65.9907,D.-T. et al. 2014,0.0324,Benthic,Nuttallides truempyi,0.37,8.42,-0.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,24-25",216.285,mcd,65.9943,D.-T. et al. 2014,0.0284,Benthic,Nuttallides truempyi,0.36,8.47,-0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,26-27",216.30499,mcd,65.9956,D.-T. et al. 2014,0.0264,Benthic,Nuttallides truempyi,0.43,8.16,-0.4
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,28-29",216.325,mcd,65.9969,D.-T. et al. 2014,0.0251,Benthic,Nuttallides truempyi,0.5,7.85,-0.71
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,30-31",216.345,mcd,65.9982,D.-T. et al. 2014,0.0238,Benthic,Nuttallides truempyi,0.44,8.11,-0.44
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,32-33",216.36501,mcd,65.9995,D.-T. et al. 2014,0.0225,Benthic,Nuttallides truempyi,0.37,8.42,-0.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,34-35",216.38499,mcd,66.0008,D.-T. et al. 2014,0.0213,Benthic,Nuttallides truempyi,0.43,8.16,-0.4
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,36-37",216.405,mcd,66.0021,D.-T. et al. 2014,0.02,Benthic,Nuttallides truempyi,0.32,8.64,0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,38-39",216.425,mcd,66.0034,D.-T. et al. 2014,0.0187,Benthic,Nuttallides truempyi,0.32,8.64,0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,42-43",216.465,mcd,66.006,D.-T. et al. 2014,0.0161,Benthic,Nuttallides truempyi,0.3,8.73,0.18
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,44-45",216.485,mcd,66.0073,D.-T. et al. 2014,0.0148,Benthic,Nuttallides truempyi,0.3,8.73,0.18
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,47-48",216.515,mcd,66.0093,D.-T. et al. 2014,0.0129,Benthic,Nuttallides truempyi,0.33,8.6,0.04
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,49-50",216.535,mcd,66.0106,D.-T. et al. 2014,0.0116,Benthic,Nuttallides truempyi,0.37,8.42,-0.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,51-52",216.55499,mcd,66.0119,D.-T. et al. 2014,0.0104,Benthic,Nuttallides truempyi,0.25,8.95,0.4
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,54-55",216.58501,mcd,66.0139,D.-T. et al. 2014,0.0084,Benthic,Nuttallides truempyi,0.39,8.33,-0.22
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,56-57",216.605,mcd,66.0152,D.-T. et al. 2014,0.0071,Benthic,Nuttallides truempyi,0.33,8.6,0.04
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,58-59",216.625,mcd,66.0165,D.-T. et al. 2014,0.0059,Benthic,Nuttallides truempyi,0.3,8.73,0.18
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,60-61",216.645,mcd,66.0178,D.-T. et al. 2014,0.0046,Benthic,Nuttallides truempyi,0.24,9,0.44
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,61-62",216.655,mcd,66.0184,D.-T. et al. 2014,0.0039,Benthic,Nuttallides truempyi,0.24,9,0.44
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,69-70",216.735,mcd,66.0231,D.-T. et al. 2014,-0.0011,Benthic,Nuttallides truempyi,0.34,8.56,0
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,78-79",216.825,mcd,66.027,D.-T. et al. 2014,-0.0051,Benthic,Nuttallides truempyi,0.47,7.98,-0.57
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,79-80",216.83501,mcd,66.0275,D.-T. et al. 2014,-0.0055,Benthic,Nuttallides truempyi,0.49,7.89,-0.66
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,101-102",217.05499,mcd,66.0371,D.-T. et al. 2014,-0.0153,Benthic,Nuttallides truempyi,0.44,8.11,-0.44
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,107-108",217.11501,mcd,66.0397,D.-T. et al. 2014,-0.018,Benthic,Nuttallides truempyi,0.42,8.2,-0.35
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,113-114",217.175,mcd,66.0424,D.-T. et al. 2014,-0.0206,Benthic,Nuttallides truempyi,0.38,8.38,-0.18
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,119-120",217.235,mcd,66.045,D.-T. et al. 2014,-0.0233,Benthic,Nuttallides truempyi,0.37,8.42,-0.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,125-126",217.295,mcd,66.0476,D.-T. et al. 2014,-0.026,Benthic,Nuttallides truempyi,0.32,8.64,0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,137-138",217.41499,mcd,66.0529,D.-T. et al. 2014,-0.0313,Benthic,Nuttallides truempyi,0.37,8.42,-0.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-2,146-147",217.505,mcd,66.0568,D.-T. et al. 2014,-0.0353,Benthic,Nuttallides truempyi,0.1,9.62,1.06
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,6-7",217.605,mcd,66.0612,D.-T. et al. 2014,-0.0397,Benthic,Nuttallides truempyi,0.32,8.64,0.09
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,18-19",217.72501,mcd,66.0664,D.-T. et al. 2014,-0.0451,Benthic,Nuttallides truempyi,0.14,9.44,0.88
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,24-25",217.785,mcd,66.0691,D.-T. et al. 2014,-0.0477,Benthic,Nuttallides truempyi,0.24,9,0.44
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,30-31",217.845,mcd,66.0717,D.-T. et al. 2014,-0.0504,Benthic,Nuttallides truempyi,0.26,8.91,0.35
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,36-37",217.905,mcd,66.0743,D.-T. et al. 2014,-0.0531,Benthic,Nuttallides truempyi,0.26,8.91,0.35
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,48-49",218.02499,mcd,66.0796,D.-T. et al. 2014,-0.0584,Benthic,Nuttallides truempyi,0.14,9.44,0.88
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,57-58",218.11501,mcd,66.0835,D.-T. et al. 2014,-0.0624,Benthic,Nuttallides truempyi,0.1,9.62,1.06
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,66-67",218.205,mcd,66.0875,D.-T. et al. 2014,-0.0664,Benthic,Nuttallides truempyi,-0.04,10.24,1.68
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,96-97",218.505,mcd,66.1011,D.-T. et al. 2014,-0.0797,Benthic,Nuttallides truempyi,-0.04,10.24,1.68
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,102-103",218.565,mcd,66.104,D.-T. et al. 2014,-0.0824,Benthic,Nuttallides truempyi,-0.03,10.19,1.64
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,111-112",218.655,mcd,66.1084,D.-T. et al. 2014,-0.0864,Benthic,Nuttallides truempyi,0.03,9.93,1.37
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,120-121",218.745,mcd,66.1128,D.-T. et al. 2014,-0.0908,Benthic,Nuttallides truempyi,-0.07,10.37,1.81
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,126-127",218.80499,mcd,66.1157,D.-T. et al. 2014,-0.0938,Benthic,Nuttallides truempyi,-0.12,10.59,2.04
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,132-133",218.86501,mcd,66.1186,D.-T. et al. 2014,-0.0967,Benthic,Nuttallides truempyi,-0.09,10.46,1.9
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,138-139",218.925,mcd,66.1215,D.-T. et al. 2014,-0.0997,Benthic,Nuttallides truempyi,-0.04,10.24,1.68
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-3,141-142",218.955,mcd,66.123,D.-T. et al. 2014,-0.1012,Benthic,Nuttallides truempyi,-0.06,10.33,1.77
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,3-4",219.075,mcd,66.1288,D.-T. et al. 2014,-0.1071,Benthic,Nuttallides truempyi,-0.09,10.46,1.9
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,6-7",219.105,mcd,66.1303,D.-T. et al. 2014,-0.1085,Benthic,Nuttallides truempyi,-0.08,10.41,1.86
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,12-13",219.16499,mcd,66.1332,D.-T. et al. 2014,-0.1115,Benthic,Nuttallides truempyi,0.01,10.01,1.46
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,15-16",219.19501,mcd,66.1347,D.-T. et al. 2014,-0.113,Benthic,Nuttallides truempyi,-0.15,10.72,2.17
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,21-22",219.255,mcd,66.1376,D.-T. et al. 2014,-0.1159,Benthic,Nuttallides truempyi,-0.18,10.86,2.3
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,27-28",219.315,mcd,66.1405,D.-T. et al. 2014,-0.1189,Benthic,Nuttallides truempyi,-0.26,11.21,2.66
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,36-37",219.405,mcd,66.1449,D.-T. et al. 2014,-0.1233,Benthic,Nuttallides truempyi,-0.15,10.72,2.17
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,42-43",219.465,mcd,66.1478,D.-T. et al. 2014,-0.1262,Benthic,Nuttallides truempyi,-0.17,10.81,2.26
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,45-46",219.495,mcd,66.1493,D.-T. et al. 2014,-0.1277,Benthic,Nuttallides truempyi,-0.1,10.5,1.95
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,51-52",219.55499,mcd,66.1522,D.-T. et al. 2014,-0.1307,Benthic,Nuttallides truempyi,-0.07,10.37,1.81
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,57-58",219.61501,mcd,66.1551,D.-T. et al. 2014,-0.1336,Benthic,Nuttallides truempyi,-0.11,10.55,1.99
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,63-64",219.675,mcd,66.158,D.-T. et al. 2014,-0.1366,Benthic,Nuttallides truempyi,-0.15,10.72,2.17
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,66-67",219.705,mcd,66.1595,D.-T. et al. 2014,-0.1381,Benthic,Nuttallides truempyi,-0.29,11.35,2.79
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,72-73",219.765,mcd,66.1624,D.-T. et al. 2014,-0.141,Benthic,Nuttallides truempyi,-0.27,11.26,2.7
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,78-79",219.825,mcd,66.1653,D.-T. et al. 2014,-0.144,Benthic,Nuttallides truempyi,-0.32,11.48,2.93
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,87-88",219.91499,mcd,66.1697,D.-T. et al. 2014,-0.1484,Benthic,Nuttallides truempyi,-0.3,11.39,2.84
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,93-94",219.97501,mcd,66.1726,D.-T. et al. 2014,-0.1513,Benthic,Nuttallides truempyi,-0.27,11.26,2.7
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,99-100",220.035,mcd,66.1755,D.-T. et al. 2014,-0.1543,Benthic,Nuttallides truempyi,-0.26,11.21,2.66
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,102-103",220.065,mcd,66.177,D.-T. et al. 2014,-0.1558,Benthic,Nuttallides truempyi,-0.2,10.95,2.39
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,108-109",220.125,mcd,66.1799,D.-T. et al. 2014,-0.1587,Benthic,Nuttallides truempyi,-0.16,10.77,2.21
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,111-112",220.155,mcd,66.1814,D.-T. et al. 2014,-0.1602,Benthic,Nuttallides truempyi,-0.26,11.21,2.66
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,117-118",220.215,mcd,66.1843,D.-T. et al. 2014,-0.1631,Benthic,Nuttallides truempyi,-0.33,11.53,2.97
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,120-121",220.245,mcd,66.1857,D.-T. et al. 2014,-0.1646,Benthic,Nuttallides truempyi,-0.32,11.48,2.93
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,123-124",220.27499,mcd,66.1872,D.-T. et al. 2014,-0.1661,Benthic,Nuttallides truempyi,-0.2,10.95,2.39
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,126-127",220.30499,mcd,66.1887,D.-T. et al. 2014,-0.1676,Benthic,Nuttallides truempyi,0.01,10.01,1.46
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,132-133",220.36501,mcd,66.1916,D.-T. et al. 2014,-0.1705,Benthic,Nuttallides truempyi,-0.31,11.44,2.88
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,135-136",220.395,mcd,66.193,D.-T. et al. 2014,-0.172,Benthic,Nuttallides truempyi,-0.33,11.53,2.97
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,138-139",220.425,mcd,66.1945,D.-T. et al. 2014,-0.1735,Benthic,Nuttallides truempyi,-0.28,11.3,2.75
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-4,147-148",220.515,mcd,66.1989,D.-T. et al. 2014,-0.1779,Benthic,Nuttallides truempyi,-0.36,11.66,3.1
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,0-1",220.545,mcd,66.2003,D.-T. et al. 2014,-0.1794,Benthic,Nuttallides truempyi,-0.33,11.53,2.97
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,12-13",220.66499,mcd,66.2063,D.-T. et al. 2014,-0.1853,Benthic,Nuttallides truempyi,-0.3,11.39,2.84
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,15-16",220.69501,mcd,66.2079,D.-T. et al. 2014,-0.1867,Benthic,Nuttallides truempyi,-0.15,10.72,2.17
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,18-19",220.72501,mcd,66.2094,D.-T. et al. 2014,-0.1882,Benthic,Nuttallides truempyi,-0.1,10.5,1.95
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,27-28",220.815,mcd,66.2141,D.-T. et al. 2014,-0.1927,Benthic,Nuttallides truempyi,-0.02,10.15,1.59
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,30-31",220.845,mcd,66.2156,D.-T. et al. 2014,-0.1941,Benthic,Nuttallides truempyi,-0.17,10.81,2.26
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,33-34",220.875,mcd,66.2171,D.-T. et al. 2014,-0.1956,Benthic,Nuttallides truempyi,-0.28,11.3,2.75
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,39-40",220.935,mcd,66.2202,D.-T. et al. 2014,-0.1986,Benthic,Nuttallides truempyi,-0.24,11.12,2.57
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,45-46",220.995,mcd,66.2233,D.-T. et al. 2014,-0.2015,Benthic,Nuttallides truempyi,-0.22,11.04,2.48
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,48-49",221.02499,mcd,66.2249,D.-T. et al. 2014,-0.203,Benthic,Nuttallides truempyi,-0.31,11.44,2.88
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,54-55",221.08501,mcd,66.2279,D.-T. et al. 2014,-0.2059,Benthic,Nuttallides truempyi,-0.35,11.61,3.06
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,57-58",221.11501,mcd,66.2295,D.-T. et al. 2014,-0.2075,Benthic,Nuttallides truempyi,-0.26,11.21,2.66
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,60-61",221.145,mcd,66.231,D.-T. et al. 2014,-0.2091,Benthic,Nuttallides truempyi,-0.31,11.44,2.88
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,63-64",221.175,mcd,66.2326,D.-T. et al. 2014,-0.2106,Benthic,Nuttallides truempyi,-0.17,10.81,2.26
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,69-70",221.235,mcd,66.2357,D.-T. et al. 2014,-0.2138,Benthic,Nuttallides truempyi,-0.14,10.68,2.13
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,75-76",221.295,mcd,66.2387,D.-T. et al. 2014,-0.2169,Benthic,Nuttallides truempyi,-0.12,10.59,2.04
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,78-79",221.325,mcd,66.2403,D.-T. et al. 2014,-0.2185,Benthic,Nuttallides truempyi,-0.15,10.72,2.17
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,84-85",221.38499,mcd,66.2434,D.-T. et al. 2014,-0.2216,Benthic,Nuttallides truempyi,-0.05,10.28,1.73
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,90-91",221.44501,mcd,66.2465,D.-T. et al. 2014,-0.2248,Benthic,Nuttallides truempyi,-0.18,10.86,2.3
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,93-94",221.47501,mcd,66.248,D.-T. et al. 2014,-0.2263,Benthic,Nuttallides truempyi,-0.22,11.04,2.48
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,99-100",221.535,mcd,66.2511,D.-T. et al. 2014,-0.2295,Benthic,Nuttallides truempyi,-0.22,11.04,2.48
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,105-106",221.595,mcd,66.2542,D.-T. et al. 2014,-0.2326,Benthic,Nuttallides truempyi,-0.25,11.17,2.61
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,108-109",221.625,mcd,66.2557,D.-T. et al. 2014,-0.2342,Benthic,Nuttallides truempyi,-0.05,10.28,1.73
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,114-115",221.685,mcd,66.2588,D.-T. et al. 2014,-0.2373,Benthic,Nuttallides truempyi,-0.09,10.46,1.9
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,117-118",221.715,mcd,66.2603,D.-T. et al. 2014,-0.2389,Benthic,Nuttallides truempyi,-0.1,10.5,1.95
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,120-121",221.745,mcd,66.2619,D.-T. et al. 2014,-0.2404,Benthic,Nuttallides truempyi,-0.08,10.41,1.86
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,123-124",221.77499,mcd,66.2634,D.-T. et al. 2014,-0.242,Benthic,Nuttallides truempyi,-0.04,10.24,1.68
d18O_foram,Barnet et al. (2017),ODP 1262,"208-1262C-13H-5,129-130",221.83501,mcd,66.2665,D.-T. et al. 2014,-0.2451,Benthic,Nuttallides truempyi,-0.04,10.24,1.68
