family,genus,mobility,substrate,feeding,fixation,functional_reference,FGnum,min,org,base_op_s,base,base_mid,top_op_s,top,top_mid,op_base,op_base_mid,op_top_mid,op_top,gen_laztax,age,gen.surv,known_fossil_record
Entoliidae,Pectinella,mobile,epifaunal,suspension,byssate,"P. aequoris (extant): umbonal angle 90 degrees, very unequal auricles, byssal notch well-developed, but no ctenolium (Dijkstra 1991). P. sigsbeei (extant): umbonal angle 90 degrees, very unequal auricles, byssal notch well-developed, with ""Pseudoctenolium"" (Waller 1984:212). P. simplicia (Maastrichtian): umbonal angle ~90 degrees, slightly unequal auricles with small byssal sinus (Gardner 1916; used to be Syncylonema).",4,1.5,3,Olenekian_upper,248.6,247.85,Recent,0,0,248.6,247.85,0,0,FALSE,both,S,yes
Entoliidae,Pectinella,swimming,epifaunal,suspension,unattached,"P. wichmanni (Maastrichtian[?]), confr. in Pectinella acc. to T. Waller comm. to DJ 2017: umbonal angle ~108 degrees, nearly equal auricles, so abyssate.",26,1.5,3,Olenekian_upper,248.6,247.85,Recent,0,0,248.6,247.85,0,0,FALSE,both,S,yes
Entoliidae,Syncyclonema,mobile,epifaunal,suspension,byssate,"Dhondt 1971 shows large variance within one Maastrichtian species, but mean is 100º (N=87 indiv), which is below threshold for swimming in Stanley 1970 Fig. 11. Also mentions deep byssal sinus that reaches half the length of the anterior auricle; CHECK: Hansen & Surlyk 2014",4,1.5,3,Albian_upper,104.67,102.585,Maastrichtian_upper,66,67.5,104.67,102.585,67.5,66,FALSE,Maas,V,yes
Euciroidae,Euciroa,mobile,shallow_infaunal_siphonate,carnivore,unattached,mentioned as shallow burrower in Runnegar 1974:920 bc of small muscle insertion; Machado & Passos 2022:1090 place family in 'carnivorous' clade of the anomalodesmatan phylogeny,16,NA,NA,Chattian_lower,28,27,Recent,0,0,28,27,0,0,FALSE,Rec,R,yes
Gaimardiidae,Costokidderia,mobile,epifaunal,suspension,byssate,prev. subgenus of Kidderia so taken to be same function,4,NA,NA,Ionian,1,0,Recent,0,0,1,0,0,0,FALSE,Rec,R,yes
Gaimardiidae,Cyamionema,mobile,epifaunal,suspension,byssate,subgen of epifaunal Kidderia,4,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Gaimardiidae,Eugaimardia,mobile,epifaunal,suspension,byssate,mobility from Ponder in Southern Synthesis,4,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Gaimardiidae,Gaimardia,mobile,epifaunal,suspension,byssate,"Ponder 1971, mobility from Ponder in Southern Synthesis; ""The byssus of Cyamiocardium, Gaimardia and Kidderia remains functional in adults"" Zelaya et al. 2020",4,NA,NA,Ypresian_lower,56,54,Recent,0,0,56,54,0,0,FALSE,Rec,R,yes
Gaimardiidae,Kidderia,mobile,epifaunal,suspension,byssate,"Davenport & Wilson 1995; ""The byssus of Cyamiocardium, Gaimardia and Kidderia remains functional in adults"" Zelaya et al. 2020",4,NA,NA,Aquitanian_upper,22,21,Recent,0,0,22,21,0,0,FALSE,Rec,R,yes
Gaimardiidae,Neogaimardia,mobile,epifaunal,suspension,byssate,"Ponder 1971, Morton 1979 as bysally attached to algae and notes siphonate condition (as simple structures)",4,NA,NA,Gelasian,3,2,Recent,0,0,3,2,0,0,FALSE,Rec,R,yes
Gaimardiidae,Progaimardia,mobile,epifaunal,suspension,unattached,"Ponder 1971, says no byssal gape, only slightly inequilateral; Huber 2015 in rock pool on seaweed and does not say ""attached"" as he does for many other taxa; Zelaya et al. 2020 mention that little is know about the anatomy of species in this genus.",38,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Achasmea,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Aclistothyra,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""limpet-like attached under flat rocks"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Aenictomya,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in mud"" -Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Aligena,mobile,commensal,suspension,byssate,"If A. muris (Rosewater 1984) is Aligena as in MolluscaBae [put in Gen. nov. M2 by Huber 2015, who cons Aligena to be fossil-only, then commensal;",33,NA,NA,Burdigalian_upper,18,17,Recent,0,0,18,17,0,0,FALSE,Rec,R,yes
Galeommatoidea,Altenaeum,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""coarse to muddy sand"" - Huber 2015",11,NA,NA,Pleistocene_lower,1.81,1.295,Recent,0,0,1.81,1.295,0,0,FALSE,Rec,R,yes
Galeommatoidea,Ambuscintilla,mobile,commensal,suspension,byssate,"""in burrows made by prawn Crangon"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Amerycina,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living on silty bottoms, in sand, on sandy bottoms -Huber 2015",11,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Galeommatoidea,Anisodevonia,mobile,commensal,suspension,byssate,"host ""living in the cloaca of Holothuria curiosa and fuscocineria, from seagrass bottoms"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Anisodonta,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,Selandian,62,60,Recent,0,0,62,60,0,0,FALSE,Rec,R,yes
Galeommatoidea,Arculus,mobile,commensal,suspension,byssate,"host ""attached to the pereopods (walking legs) of the burrowing isopod Dolicholana porcellana (Barnard 1936)"" - Middelfart & Lützen 2021",33,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Galeommatoidea,Arthritica,mobile,commensal,suspension,byssate,"Arthritica dromanaensis free living in ""sheltered, estuarine habitats""; A. hulmei host ""commensal byssally attached to the elytra of polychaete worm Aphrodite australis""; A. japonica host ""commensal, up to 6 specimens byssally attached to the lateral margin of carapace or periopods of crab Xenophthalmus pinnotheroides, in muddy sand bottoms"" -Huber 2015",33,NA,NA,Lutetian_upper,44.5,42.85,Recent,0,0,44.5,42.85,0,0,FALSE,Rec,R,yes
Galeommatoidea,Atopomya,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls; harboring chemosymbionts in Amano et al. 2022:268 citing Oliver 2013.,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Austrodevonia,mobile,commensal,suspension,byssate,"host ""ectocommensal, singly byssally attached to holothurians (sea cucumber) Leptosynapta tenuis or L. inhaerens, buried on sandbars"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Austrosportella,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Barclayia,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Barrimysia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""coral reef areas, in sand, also in sandy mud"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Basterotia,mobile,shallow_infaunal_siphonate,suspension,byssate,mostly free living in Huber 2015 but some spp known to be commensal (more details on species in galeo DB) -,11,NA,NA,Thanetian,59.2,57.6,Recent,0,0,59.2,57.6,0,0,FALSE,Rec,R,yes
Galeommatoidea,Basterotina,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""sand"" - Huber 2015",11,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Galeommatoidea,Bellascintilla,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""sand"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Boreacola,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Bornia,mobile,commensal,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,33,NA,NA,Selandian,61.6,60.4,Recent,0,0,61.6,60.4,0,0,FALSE,Rec,R,yes
Galeommatoidea,Borniola,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""shell sand"" and ""under stones"" but most species have unknown function -Huber 2015",11,NA,NA,Chattian_lower,28.1,26.835,Recent,0,0,28.1,26.835,0,0,FALSE,Rec,R,yes
Galeommatoidea,Borniopsis,mobile,commensal,suspension,byssate,"most spp commensal in Huber 2015, more details in galeo DB -",33,NA,NA,Langhian_lower,15.97,15.435,Recent,0,0,15.97,15.435,0,0,FALSE,Rec,R,yes
Galeommatoidea,Brachiomya,mobile,commensal,suspension,byssate,"host ""ectocommensal, up to 4 specimens attached in the ambulacra or in the periproct of spatangid Brissus latecarinatus, coarse sand and pebbles, coral reefs"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Callomysia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""mud"" and ""in sand"" -Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Ceratobornia,mobile,commensal,suspension,byssate,"C. cema: host ""commensal, byssally attached to burrows or temporarily to the body of the ghost shrimp Callianassa major, burrowing tubes of 1-3 cm in sand""; C. longipes free living in ""sand and mud flats"" OR host ""inhabiting the burrows or temporarily attached to the body of Callianassa major, also on annelides"" -Huber 2015",33,NA,NA,Gelasian,3,2,Recent,0,0,3,2,0,0,FALSE,Rec,R,yes
Galeommatoidea,Chlamydoconcha,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""under rocks"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Cicatellia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in sand and shell debris"" - Huber 2015",11,NA,NA,Miocene,23.03,14.18,Recent,0,0,23.03,14.18,0,0,FALSE,Rec,R,yes
Galeommatoidea,Coleoconcha,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""among the root-like bases of kelp attached to rocks"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Conchentopyx,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Coracuta,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""likely non-commensal, soft and silty muddy sediments, often with gravel"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Coriareus,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Curvemysella,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""sand and sandy mud"" OR host ""byssally attached inside gastropods, occupied by hermit crabs, as Spiropagurus spiriger or Diogenes edwardsii"" - Huber 2015",11,NA,NA,Tortonian-Messinian,11.63,8.48,Recent,0,0,11.63,8.48,0,0,FALSE,Rec,R,yes
Galeommatoidea,Cymatioa,mobile,shallow_infaunal_siphonate,suspension,byssate,"Species in Huber noted as free living: in ""outer beaches"", ""coral reef, under Porites"", under rocks, stones, and boulders, BUT C. electilis noted as attached to burrows of the shrimp Calocarides",11,NA,NA,Gelasian,2.59,2.2,Recent,0,0,2.59,2.2,0,0,FALSE,Rec,R,yes
Galeommatoidea,Devonia,mobile,commensal,suspension,byssate,"host ""ectocommensal, up to 3 specimens living attached using the sucker-like foot to adhere to the skin of synaptids (sea cucumbers) Leptosynapta inhaerens, L. galliennei and L. bergensis"" - Huber 2015",33,NA,NA,Ypresian,56,52,Recent,0,0,56,52,0,0,FALSE,Rec,R,yes
Galeommatoidea,Diarmaidia,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,Gelasian,2.59,2.2,Recent,0,0,2.59,2.2,0,0,FALSE,Rec,R,yes
Galeommatoidea,Divariscintilla,mobile,commensal,suspension,byssate,"host ""byssally attached in burrows of shrimp Lysiosquilla scabricauda, sand flats, with patches of seagrass"" -Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Duoconclavis,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""under stones"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Ensitellops,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""mud, sand and silt bottom"" -Huber 2015",11,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Galeommatoidea,Entovalva,mobile,commensal,suspension,byssate,most species commensal with holothurians - Huber 2015; more details in galeo DB -,33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Eolepton,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in bays, sandy mud"" - Huber 2015",11,NA,NA,Ionian,0.78,0.395,Recent,0,0,0.78,0.395,0,0,FALSE,Rec,R,yes
Galeommatoidea,Ephippodonta,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in crevices between rocks"" OR host ""at substrate bases of large Striostrea""; also free living ""under rocks"" OR host ""in burrows of shrimp Strahlaxius plectorhynchus"" - Huber 2015",11,NA,NA,Pleistocene,1.81,0.91,Recent,0,0,1.81,0.91,0,0,FALSE,Rec,R,yes
Galeommatoidea,Ephippodontina,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living on""fine sandy bottoms among corals or attached to octocoral Dendrophyllia cribosa"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Ephippodontoana,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""under rocks"" OR host ""in muddy burrows of shrimp Strahlaxius plectorhynchus"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Ephippodontomorpha,mobile,shallow_infaunal_siphonate,suspension,byssate,"host ""possibly commensal, inside the opening of burrows of stomatopod Lysiosquilla""; other sp free living in ""coral reef area"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Epilepton,mobile,commensal,suspension,byssate,"host ""commensal, in empty Turritella, polychaete tubes or Dentalium sp., 1-7 spec. byssally attached to the body of various species of sipunculids Golfingia, Phascolosoma and Phascolion""; genus half commensal half free living - Huber 2015",33,NA,NA,Lutetian-Bartonian,48,42.8,Recent,0,0,48,42.8,0,0,FALSE,Rec,R,yes
Galeommatoidea,Fabella,mobile,shallow_infaunal_siphonate,suspension,byssate,"Coan 1999:133 ""Unfortunately, nothing is known of the anatomy of living species that have been allocated to Sportella (here to Fabella)."" who notes initial placement in Sportella, so assumed to be similar function here",11,NA,NA,Serravallian,13.82,12.725,Recent,0,0,13.82,12.725,0,0,FALSE,Rec,R,yes
Galeommatoidea,Fastimysia,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Fronsella,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,Ionian,0.78,0.395,Recent,0,0,0.78,0.395,0,0,FALSE,Rec,R,yes
Galeommatoidea,Galatheavalva,mobile,commensal,suspension,byssate,"host ""byssally attached in the tissues at the oral cavities of the holothurian Psychropotes belyaevi, living on globigeringa ooze"" - Huber 2015, presumably from Knudsen 1979:209",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Galeomma,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""under stones""; ""lobster net"" -Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Galeommella,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in fine sand and sandy mud"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. B1,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""among sandstone"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. B2,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. B3,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""under stones, in crevices, among algae, able to crawl, non commensal"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. E1,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. E2,mobile,commensal,suspension,byssate,"host ""commensal, attached with a tiny byssal thread singly or up to 9 specimens to the skin of the burrowing sipunculid Siphonosoma cumanense, living 5-15 cm below surface in sandy mud, also recorded from Sipunculus nudus"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. G1,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. G2,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""byssally attached to corals, under stone"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. K1,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in bays"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. K2,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living on ""gravelly and rocky bottoms"" (Huber 2015)",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. L1,mobile,commensal,suspension,byssate,"host ""among byssal threads of mussels"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. L2,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""sand"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. L3,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. L4,mobile,commensal,suspension,byssate,"host ""commensal, byssally attached to other invertebrates"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. L5,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. M1,mobile,commensal,suspension,byssate,"host ""possibly commensal with annelid or crustacean"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. M2,mobile,commensal,suspension,byssate,"host ""commensal, attached by fine byssal threads in the respiratory cavity of polychaete Aphrodita japonica"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. M3,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living on ""protected rocky shores, among rock bivalves Saccostrea, Crassostrea and Barbatia virescens"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. M4,mobile,commensal,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. M5,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living on ""coarse sandy bottoms, no commensalism known"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. M6,mobile,commensal,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. M7,mobile,commensal,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. M8,mobile,commensal,suspension,byssate,"host ""commensal, attached by fine mucus thread to the burrow walls of sipunculid Siphonosoma cumanense; sandy mudflats, muddy sand"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. N1,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living on ""muddy bottoms"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. N2,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""on mud"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. S1,mobile,commensal,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Gen. nov. S2,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""attached to underside of Porites"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Glibertia,mobile,commensal,suspension,byssate,"Parasitic, assuming this to be sen syn of Draculamya; ""As for many members in Galeommatida, we hypothesize that “Draculamya” uraniae lives as commensal upon a still-unknown host"" - Romani et al. 2021; byssate in Oliver and Lützen 2011",33,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Galeommatoidea,Halcampicola,mobile,commensal,suspension,byssate,"host ""commensal, tightly attached to the column of sea annemones Halcampoides sp.,host lives during day 15-30cm below surface of clean white sand between Posidonia patches"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Hemilepton,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""coarse to gravelly sand, also in silty and muddy sediments, not commensal"" - Huber 2015",11,NA,NA,Priabonian_lower,37.8,36.825,Recent,0,0,37.8,36.825,0,0,FALSE,Rec,R,yes
Galeommatoidea,Hindsiella,mobile,shallow_infaunal_siphonate,suspension,byssate,for genus Sportella,11,1,2.87,Maastrichtian,72.1,69.05,Priabonian,33.9,35.9,72.1,69.05,35.9,33.9,FALSE,Maas,S,yes
Galeommatoidea,Hitia,mobile,commensal,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Hyalokellia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""fine sand"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Isoconcha,mobile,commensal,suspension,byssate,"free living on ""muddy bottom with debris and stones"" -Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Isorobitella,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in fine grey or black sand"" OR host ""nestling in Spondylus"" - Huber 2015",11,NA,NA,Pleistocene,1.81,0.91,Recent,0,0,1.81,0.91,0,0,FALSE,Rec,R,yes
Galeommatoidea,Jousseaumiella,mobile,commensal,suspension,byssate,some species embedded in the skin of sipunculid and others in the cavities of the solitary corals -Huber 2015,33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Kamekia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""fine sand"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Kaneoha,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""on rocks covered with seaweed, nestling among byssus of bivalves, or at holdfasts of algae Laurencia"" - Huber 2015",11,NA,NA,Chattian_upper,26,24,Recent,0,0,26,24,0,0,FALSE,Rec,R,yes
Galeommatoidea,Kellia,mobile,shallow_infaunal_siphonate,suspension,byssate,"several spp free living on sand bottom, mud-filled empty bivalves, among seagrees, in shell sand; one species noted as nestling with noetiids -Huber 2015",11,NA,NA,Ypresian_upper,51.9,49.85,Recent,0,0,51.9,49.85,0,0,FALSE,Rec,R,yes
Galeommatoidea,Kelliola,mobile,commensal,suspension,byssate,"host ""commensal, bysally attached to echinoid Aeropsis rostrata""; other sp free living in ""blue mud"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Kelliopsis,mobile,shallow_infaunal_siphonate,suspension,byssate,"most species free living in shell sand, seagrass, fine-grained seds, two commensal with annelids -Huber 2015",11,NA,NA,Aquitanian,23.03,21.735,Recent,0,0,23.03,21.735,0,0,FALSE,Rec,R,yes
Galeommatoidea,Koreamya,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""host unknown"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Kurtiella,mobile,shallow_infaunal_siphonate,suspension,byssate,"most spp free living in muddy or sand bottoms, one associated with spiny sand crab -Huber 2015",11,NA,NA,Burdigalian_lower,20.44,19.325,Recent,0,0,20.44,19.325,0,0,FALSE,Rec,R,yes
