family,genus,mobility,substrate,feeding,fixation,functional_reference,FGnum,min,org,base_op_s,base,base_mid,top_op_s,top,top_mid,op_base,op_base_mid,op_top_mid,op_top,gen_laztax,age,gen.surv,known_fossil_record
Myidae,Distugonia,mobile,shallow_infaunal_siphonate,suspension,unattached,"only sp 21 mm, so taken to be shallow and assumed to be mobile given small body size; slight posterior gape with shallow sinus extending to posterior adductor (Zhang et al. 2012)",3,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Myidae,Indosphenia,mobile,shallow_infaunal_siphonate,suspension,byssate,"Oliver et al. 2018:31 as byssate, very short pallial sinus, species lives in sediment with the anterior end at, or close to, the sediment surface, asssumed to be mobile given shallow habit",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Myidae,Mya,immobile,deep_infaunal_siphonate,suspension,unattached,"family ""essentially immobile"" - Southern Synthesis p. 364. M. truncata burrows to >20 cm - Aitkin et al. 1988.",22,NA,NA,Ypresian_lower,56,53.95,Recent,0,0,56,53.95,0,0,FALSE,Rec,R,yes
Myidae,Platyodon,immobile,borer,suspension,unattached,"Morris et al. 1980: 387, Coan et al. 2000",15,NA,NA,Chattian,28.1,25.565,Recent,0,0,28.1,25.565,0,0,FALSE,Rec,R,yes
Myidae,Sphenia,immobile,nestler,suspension,byssate,"Coan & Valentich-Scott 2012, Oliver et al. 2018:30 ; immobile in NMITA website",27,NA,NA,Danian_upper,63.8,62.7,Recent,0,0,63.8,62.7,0,0,FALSE,Rec,R,yes
Myidae,Tugonella,mobile,shallow_infaunal_siphonate,suspension,unattached,"L = 17-30mm, so taken to be shallow and assumed to be mobile",3,NA,NA,Pliocene,5.33,3.96,Recent,0,0,5.33,3.96,0,0,FALSE,Rec,R,yes
Myidae,Tugonia,mobile,shallow_infaunal_siphonate,suspension,unattached,"L 42-45mm, pallial sinus shallow, so taken to be shallow-infaunal",3,NA,NA,Ypresian,56,51.9,Recent,0,0,56,51.9,0,0,FALSE,Rec,R,yes
Myidae,Venatomya,mobile,commensal,suspension,byssate,"Huber 2015 Excel file; no data on attachment, so following byssate for Cryptomya (of which this is a subgenus)",33,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Myochamidae,Hunkydora,mobile,shallow_infaunal_siphonate,suspension,unattached,Mollusca: The Southern Synthesis,3,NA,NA,Chattian_upper,25.57,24.3,Recent,0,0,25.57,24.3,0,0,FALSE,Rec,R,yes
Myochamidae,Myadora,mobile,shallow_infaunal_siphonate,suspension,unattached,"Mollusca: The Southern Synthesis: short siphons, small pallial sinus; Morton 1977:142 as buried 10-20mm below the surface of the sand",3,NA,NA,Bartonian_upper,39.5,38.65,Recent,0,0,39.5,38.65,0,0,FALSE,Rec,R,yes
Myochamidae,Myadoropsis,mobile,shallow_infaunal_siphonate,suspension,unattached,Mollusca: The Southern Synthesis,3,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Myochamidae,Myochama,immobile,epifaunal,suspension,cemented,Southern Synthesis p. 402 also in Harper and Morton 2001; as cemented in Morton 2003,7,NA,NA,Chattian_lower,28.1,26.835,Recent,0,0,28.1,26.835,0,0,FALSE,Rec,R,yes
Myophorellidae,Bobkovaella,mobile,infaunal_asiphonate,suspension,unattached,"inferred to be same functional ecology as Trigoniidae, see Escheverría 2014",1,1,1,Santonian_lower,86.3,85.65,Maastrichtian_upper,66,67.5,86.3,85.65,67.5,66,FALSE,Maas,V,yes
Myophorellidae,Popenoella,mobile,infaunal_asiphonate,suspension,unattached,"inferred to be same functional ecology as Trigoniidae, see Escheverría 2014",1,1,1,Turonian_lower,93.9,93.215,Maastrichtian,66,69.1,93.9,93.215,69.1,66,FALSE,Maas,V,yes
Myophorellidae,Tashiroella,mobile,infaunal_asiphonate,suspension,unattached,"inferred to be same functional ecology as Trigoniidae, see Escheverría 2014",1,1,1,Campanian_lower,83.6,81.685,Maastrichtian,66,69.1,83.6,81.685,69.1,66,FALSE,Maas,V,yes
Myophorellidae,Yeharella,mobile,infaunal_asiphonate,suspension,unattached,"inferred to be same functional ecology as Trigoniidae, see Escheverría 2014",1,1,1,Cenomanian,100.5,97.2,Maastrichtian,66,69.1,100.5,97.2,69.1,66,FALSE,Maas,V,yes
Mytilidae,Adipicola,mobile,epifaunal,chemosymbiotic,byssate,"for feeding: Taylor & Glover 2010, also Oliver & Taylor 2012:81; mobility inferred from known asssociation with deep sea vents and with whale falls ""Adipicola and Idas, predominantly live on sunken wood or whale skeletons"" (Laming 2014); Huber 2015 and Knudsen 1979 for A. longissima as ""attached and half buried to sunken fruits of coconut or nipa palm fruits"", with Knudsen saying large anterior lobe and well-developed anterior adductor, so could be taken to be semi-infaunal, but kept epifaunal here",39,NA,NA,Priabonian_upper,35.85,34.875,Recent,0,0,35.85,34.875,0,0,FALSE,Rec,R,yes
Mytilidae,Adula,immobile,borer,suspension,byssate,"Boring: Huber 2015; byssate per Yonge 1955; species examined are A. falcata and A. californiensis; ""free-living, mud flats, crevices"" per Audino et al. 2020 citing Soot-Ryen 1955, Ockelmann and Dinesen 2009",28,NA,NA,Danian,66,64,Recent,0,0,66,64,0,0,FALSE,Rec,R,yes
Mytilidae,Amygdalum,immobile,infaunal_asiphonate,suspension,unattached,"Kay 1979, Zhongyan 2004; builds nests ""bags"" out of byssal threads in soft muds, many refs, see Oliver 2001, who also descsribes the mussels as being ""cocooned"" which implies immobility; ""soft mud, byssal nest"" per Audino et al. 2020 citing Lee & Morton 1985; D'Alessandro & La Perna 2004:727 noted as being sampled from undisturbed box cores with the posterior margin at mud-water interface. Oliver 2001 refers to inhalent and exhalent aperatures, no mention of siphon. Soot-Ryen 1955:71 for descr. of A. americanum provides similar mantle edge morphologies, suggesting that the exhalent aperature [my words] forms a small siphon. We take this condition to effectively be asiphonate, constraining the animal to live at the sediment water interface, not siphonate as for venerids, etc.; Knudsen 1979:208 for A. politum as having well-developed byssus and forming nests, shell with anterior lobe and large anterior adductor",32,1.5,1.25,Hauterivian_upper,132.1,131.45,Recent,0,0,132.1,131.45,0,0,FALSE,both,S,yes
Mytilidae,Arcomytilus,mobile,epifaunal,suspension,byssate,"Fürsich 1980:293 “the mytilid Arcomytilus morrisi (SHARVE) is clearly an epibyssate species forming spaced clusters on bedding planes within the Upper Jurassic of Portugal. Commonly, these densely packed clusters center on large shells or shell fragments of oysters or other animals (Fig. 7). Their mode of life is identical with that of modern Mytilus edulis or several species of Brachydontes (STANLEY1970).”; functional call the same in Schneider, Fürsich, et al. 2010",4,1,1.5,Toarcian_lower,182.7,181.265,Bartonian_lower,39.5,40.4,182.7,181.265,40.4,39.5,FALSE,Maas,S,yes
Mytilidae,Arcuatula,immobile,shallow_infaunal_siphonate,suspension,unattached,"infaunal, ""mud, in a gelatinous byssal net; sand and mudflats, in a byssal nest"" per Audino et al. 2020 citing Morton 1974 (see his Fig. 1), Morton 1980, Lee and Morton 1985, Ong Cge and Morton 1991, Leung and Morton 1997, 2000; Huber 2015 and Southern Synthesis as epifaunal byssate; Audino et al. 2020 say long siphon, which in their scheme equates to both an inhalent and exhalent siphon, extending beyond the mantle margin, so operationally siphonate here; Bernard et al. 2020 observe live specimens with short siphons emerging from sediment",30,NA,NA,Danian_upper,64,63,Recent,0,0,64,63,0,0,FALSE,Rec,R,yes
Mytilidae,Arenifodiens,mobile,shallow_infaunal_siphonate,suspension,byssate,"Huber 2015 says ""deeply buried""; Wilson 2006 notes specimens use byssus to pull themselves to the bottom of the burrow, does not form byssal cocoon, also notes thick, muscular siphons",11,NA,NA,Ionian,0.78,0.395,Recent,0,0,0.78,0.395,0,0,FALSE,Rec,R,yes
Mytilidae,Arvella,mobile,epifaunal,suspension,byssate,Zhongyan 2004; photos of living memebers bysally attached to seaweed on iNaturalist Sept 2024,4,NA,NA,Lutetian_upper,44.5,42.85,Recent,0,0,44.5,42.85,0,0,FALSE,Rec,R,yes
Mytilidae,Aulacomya,mobile,epifaunal,suspension,byssate,"Huber 2015, Southern Synthesis; ""EF rocks and mussels Soot-Ryen 1955"" per Audino et al. 2020",4,NA,NA,Lutetian,47.8,44.5,Recent,0,0,47.8,44.5,0,0,FALSE,Rec,R,yes
Mytilidae,Bathymodiolus,mobile,epifaunal,chemosymbiotic,byssate,"Lenihan et al. 2008 ""B. thermophilus is highly mobile""; ""Bathymodiolus boomerang, which lives partly buried in the sediment at the Barbados seeps (Cosel and Olu, 1998; Duperron, 2010)"" - Duperron et al. 2013, Biogeosciences",39,NA,NA,Priabonian,37.8,35.85,Recent,0,0,37.8,35.85,0,0,FALSE,Rec,R,yes
Mytilidae,Botula,immobile,borer,suspension,byssate,"Kay 1979; Yonge 1955; byssate and boring in Wilson & Tait 1984; boring in Audino et al. 2020 citing Lee and Morton 1985, Huang et al. 1992, Turgeon et al. 2009",28,1.5,2,Aptian_lower,126,125,Recent,0,0,126,125,0,0,FALSE,both,S,yes
Mytilidae,Brachidontes,mobile,epifaunal,suspension,byssate,"Kay 1979; Stanley 1970 for most species, but note B. cintrinus (=B. modiolus) is nearly entirely infaunal; NMITA SAYS WN/EP/SI; ""hard substrate, rocks Tanaka 2005, Trovant et al. 2013"" per Audino et al. 2020",4,2,1.25,Aptian_lower,126.3,124.65,Recent,0,0,126.3,124.65,0,0,FALSE,both,S,yes
Mytilidae,Choromytilus,mobile,epifaunal,suspension,byssate,"Huber says ""attached to rocks"", Southern Synthesis",4,NA,NA,Aquitanian-Burdigalian,23.03,19.5,Recent,0,0,23.03,19.5,0,0,FALSE,Rec,R,yes
Mytilidae,Ciboticola,mobile,epifaunal,suspension,byssate,Huber 2015; Southern Synthesis,4,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Mytilidae,Crenella,immobile,infaunal_asiphonate,suspension,unattached,"Morton et al. 2016 say C. decussata form an adventicious crypt with mucus, not byssal strands, form tubes using the foot, so lacks siphons, so infaunal; does not match Stanley 1986 ""epifaunal byssate"" or NMITA; ""infaunal soft substrate Turgeon et al. 2009 [Gulf Mx Book], Morton 1974, who says [Other mytilids such as Crenella are sublittoral and, judged by their shape, infaunal (Tebble 1966).]"" per Audino et al. 2020; Audino et al. 2020 say short siphon, which in their scheme equates to inhalent aperature and exhalent siphon that is nearly flush with mantle margin, so operationally is asiphonate here.; additional life position illustrations in Hickman 2023.",32,2,2,Hauterivian_lower,133.9,133,Recent,0,0,133.9,133,0,0,FALSE,both,S,yes
Mytilidae,Crenomytilus,mobile,epifaunal,suspension,byssate,Huber 2015; Southern Synthesis; Stanley 1986 epifaunal byssate,4,NA,NA,Ypresian_upper,52,50,Recent,0,0,52,50,0,0,FALSE,Rec,R,yes
Mytilidae,Dacrydium,immobile,infaunal_asiphonate,suspension,unattached,"""infaunal; nest of sand grains, bottom materials, mud Turgeon et al. 2009, Mattson and Waren 1977, Salas 1996"" per Audino et al. 2020, who say asiphonate on p. 10; Knudsen 1979:208 citing Knudsen 1970 says one spp reported to live in nest made of byssal threads covered by forams and sponge spicules, and shell has anterior lobe and well-developed anterior adductor [SME: which would suggest infaunal to semi-infaunal mode of life, and treating as same function for other mytilids that form byssal nests]; Dupperon et al. 2013 say chemosymbiosis has NOT been investigated, so assumed to suspension feed for now; NMITA as epifaunal",32,NA,NA,Langhian_lower,15.97,15.435,Recent,0,0,15.97,15.435,0,0,FALSE,Rec,R,yes
Mytilidae,Diberus,immobile,borer,suspension,byssate,Huber 2015 descr most spp as chemically boring into (dead) corals,28,NA,NA,Chattian,28.1,25.565,Recent,0,0,28.1,25.565,0,0,FALSE,Rec,R,yes
Mytilidae,Exosiperna,mobile,epifaunal,suspension,byssate,Southern Synthesis,4,NA,NA,Priabonian,37.8,36,Recent,0,0,37.8,36,0,0,FALSE,Rec,R,yes
Mytilidae,Fungiacava,immobile,borer,suspension,byssate,"Huber 2015 says ""living free as endoparasite of coral hosts""; Huber 2010: boring; byssate (per Goreau et al 1972)",28,NA,NA,Pleistocene,1.81,0.91,Recent,0,0,1.81,0.91,0,0,FALSE,Rec,R,yes
Mytilidae,Geukensia,immobile,infaunal_asiphonate,suspension,unattached,"Morton 1980:Fig. 1 for Arcuatula elegans (=Geukensia acc. to Huber 2015) as cocooned in a byssal nest; ""SF mud Owada 2007"" per Audino et al. 2020",32,NA,NA,Pliocene,5.33,3.96,Recent,0,0,5.33,3.96,0,0,FALSE,Rec,R,yes
Mytilidae,Gibbomodiola,mobile,semi-infaunal,suspension,byssate,Southern Synthesis; shell morph looks semi-infaunal to DJ (assuming Modiolus s.s. semi-infaunal too).,17,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Mytilidae,Gigantidas,mobile,epifaunal,chemosymbiotic,byssate,"Taylor & Glover 2010, also Oliver & Taylor 2012:81 for feeding; Hiebenthal et al. 2021: ""unknown sense organs guide larvae and then adults to locations with optimum methane supply"" , so taken to be mobile here; ""epifunal, cold seeps Duperron et al. 2007; hydrocarbon seeps Turgeon et al. 2009, Lorion et al. 2010"" per Audino et al. 2020",39,NA,NA,Serravallian,13.82,12.725,Recent,0,0,13.82,12.725,0,0,FALSE,Rec,R,yes
Mytilidae,Gregariella,immobile,borer,suspension,byssate,"Huber 2015 as mostly nestlers (G. barbata, G. chenui, G. denticulate, G. difficilis, G. ehrenhergi, G. fischeri, G. multistriata, G. nubilis, G. obermulleri, G. petagnae, G. semigranata, G. splendida, G. vignoni), but at least 3 spp are borers (G. bakeri, G. coarctata and C. coralliophaga as chem borers); Zhongyan 2004 says live in loose rock or coral reefs, also nestling; Morton 1982, Coan et al. 2000; ""boring, rock pools, clusters of Brachidontes, vacated bore holes in dead corals Scott 1980, Morton 1982, Tsi and Ma 1982, Lee and Morton 1985, Turgeon et al. 2009"" per Audino et al. 2020; Morton 2016 says genus build byssal nests and ephiphytic.",28,2,1,Campanian_upper,76,74,Recent,0,0,76,74,0,0,FALSE,both,S,yes
Mytilidae,Gregariella,immobile,nestler,suspension,byssate,"Huber 2015 as mostly nestlers (G. barbata, G. chenui, G. denticulate, G. difficilis, G. ehrenhergi, G. fischeri, G. multistriata, G. nubilis, G. obermulleri, G. petagnae, G. semigranata (and described further in Sanfilippo et al. 2024), G. splendida, G. vignoni), but at least 3 spp are borers (G. bakeri, G. coarctata and C. coralliophaga as chem borers); Zhongyan 2004 says live in loose rock or coral reefs, also nestling; Morton 1982, Coan et al. 2000; ""boring, rock pools, clusters of Brachidontes, vacated bore holes in dead corals Scott 1980, Morton 1982, Tsi and Ma 1982, Lee and Morton 1985, Turgeon et al. 2009"" per Audino et al. 2020; Morton 2016 says genus build byssal nests and ephiphytic.",27,2,1,Campanian_upper,76,74,Recent,0,0,76,74,0,0,FALSE,both,S,yes
Mytilidae,Hilgardella,mobile,semi-infaunal,suspension,byssate,similarity in shell shape to semi-infaunal mytilids in Stanley 1970,17,2,1.5,Maastrichtian_lower,72.1,70.575,Maastrichtian_lower,69.1,70.6,72.1,70.575,70.6,69.1,FALSE,Maas,V,yes
Mytilidae,Idas,mobile,epifaunal,chemosymbiotic,byssate,"epifaunal on sunken wood per Audino et al. 2020 citing Samadi et al. 2007; functions discussed in Knudsen 1979:208 as occurring in deserted Teredo tubes and empty boreholes of Xylophaga (per Turner 1973); BUT I. argenteus is predator - Taylor & Glover 2010, also Oliver & Taylor 2012:81; Huber 2010 says bysally attached to wood; Duperron et al. 2013: ""Idas argenteus previously collected from woods in the North Atlantic, which feed on larvae of wood-boring bivalves as evidenced by the presence of remnants in their gut (Ockelmann and Dinesen, 2011).""; In Southern Synthesis",39,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Mytilidae,Inoperna,mobile,semi-infaunal,suspension,byssate,"Sundberg 1980, Aberhan & Kiessling 2015 Supplement",17,2,1,Hettangian_lower,201.3,200.965,Selandian-Thanetian,56,58.8,201.3,200.965,58.8,56,FALSE,Maas,S,yes
Mytilidae,Ischadium,mobile,epifaunal,suspension,byssate,"""epifaunal hard substrate, oyster reefs Turgeon et al. 2009"" per Audino et al. 2020; Stanley 1970:134 for B. recurvus (=Ischadium) as attached to hard substrata in crowded clusters, employs a strong byssus which is not readily broken; NMITA as epi byss",4,NA,NA,Messinian,7,6,Recent,0,0,7,6,0,0,FALSE,Rec,R,yes
Mytilidae,Jolya,mobile,semi-infaunal,suspension,byssate,"Huber 2015 shows most species as in sands, muds, mangroves, but J. rhomboidea as building cocoons in soft muds; ""Modiolatus"" stolturam as siphonate in Wilson 2006",17,NA,NA,Langhian,15.97,14.895,Recent,0,0,15.97,14.895,0,0,FALSE,Rec,R,yes
Mytilidae,Labis,immobile,borer,suspension,byssate,Huber 2015 as chemical borer in shells and corals,28,NA,NA,Burdigalian,20.44,18.205,Recent,0,0,20.44,18.205,0,0,FALSE,Rec,R,yes
Mytilidae,Lecompteus,mobile,semi-infaunal,suspension,byssate,"shell appears to lack terminal beak and appears modioloform, so taken to be semi-infaunal acc. to Stanley 1970:Fig. 7",17,2,1.5,Kimmeridgian_lower,157.3,156.1,Maastrichtian_upper,66,67.5,157.3,156.1,67.5,66,FALSE,Maas,V,yes
Mytilidae,Leiosolenus,immobile,borer,suspension,byssate,"Huber 2015; weakly byssate (per Yonge, 1955; species examined is L. plumula); ""Leiosolenus lischkei, boring, dead shells, calcareous sandstone Owada 2015"" per Audino et al. 2020",28,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Mytilidae,Lioberus,immobile,shallow_infaunal_siphonate,suspension,unattached,"Southern Synthesis; 3 of 4 Rec spp form byssal nests [cocoons], other epifaunally attached, see Huber 2015, Audino et al 2020 (and their supplemental tables), using ecology of type species for castanea here, which has long extensible siphons siphons Wilson 2006 [noted by Dall 1908]. Soot-Ryen 1955:72 describes L. salvadoricus as having ""long siphons.""",30,NA,NA,Rupelian_lower,33.9,32.45,Recent,0,0,33.9,32.45,0,0,FALSE,Rec,R,yes
Mytilidae,Lithophaga,immobile,borer,suspension,byssate,"Kay 1979, Yonge 1955; byssate (per Yonge 1951; species examined is L. nigra) also corroborated by Colleti et al 2020 (L. lithophaga)",28,2,1,Pliensbachian,190.8,186.75,Recent,0,0,190.8,186.75,0,0,FALSE,both,S,yes
Mytilidae,Lycettia,mobile,epifaunal,suspension,byssate,"Ros-Franch et al. 2014; Berezovsky 2015:579 mentiones Lycettia being very similar in form to Admytilus, so taken to be epibyssate",4,1,1,Sinemurian_upper,195.05,192.925,Maastrichtian,66,69.1,195.05,192.925,69.1,66,FALSE,Maas,V,yes
Mytilidae,Modiolarca,mobile,commensal,suspension,byssate,"Huber 2015 describes many species living in or on tunicate tests, one cocoon builder [byssal nest]",33,NA,NA,Ypresian_upper,51.9,49.85,Recent,0,0,51.9,49.85,0,0,FALSE,Rec,R,yes
Mytilidae,Modiolatus,immobile,infaunal_asiphonate,suspension,unattached,"Huber 2015 for several species building 'nests' [cocoons]; forms byssal cocoon Wilson 2006, who notes siphonate condition, but his Modiolatus is now cons. Jolya; Soot-Ryen 1955:64-65 describes soft anatomy, including mantle morphology, but no mention of siphons as for other mytilids species he considers.",32,NA,NA,Ionian,0.78,0.395,Recent,0,0,0.78,0.395,0,0,FALSE,Rec,R,yes
