Sample label,d13C,d18O,mbsf,mcd,"age DT14/Woelders17, La11",Source,comment
"208-1262C-13H-6,39-40",1.61,0.03,201.395,222.435,66.29737143,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,42-43",1.67,0.23,201.425,222.465,66.29891429,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,51-52",1.60,0.14,201.515,222.555,66.30354286,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,54-55",1.57,0.12,201.545,222.585,66.30508571,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,57-58",1.57,0.19,201.575,222.615,66.30662857,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,60-61",1.51,0.19,201.605,222.645,66.30817143,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,66-67",1.60,0.39,201.665,222.705,66.3113046,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,75-76",1.60,0.30,201.755,222.795,66.31678736,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,81-82",1.55,0.18,201.815,222.855,66.32044253,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,87-88",1.51,0.19,201.875,222.915,66.3240977,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,90-91",1.41,0.10,201.905,222.945,66.32592529,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,96-97",1.39,0.25,201.965,223.005,66.32958046,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,102-103",1.36,0.41,202.025,223.065,66.33323563,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,108-109",1.77,0.42,202.085,223.125,66.3368908,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,111-112",1.76,0.36,202.115,223.155,66.33871839,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-6,117-118",1.83,0.47,202.175,223.215,66.34237356,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,32-33",1.81,0.38,202.525,223.565,66.3636954,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,38-39",1.74,0.33,202.585,223.625,66.36735057,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,44-45",1.68,0.25,202.645,223.685,66.37100575,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,47-48",1.59,0.28,202.675,223.715,66.37283333,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,56-57",1.44,0.22,202.765,223.805,66.37831609,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,59-60",1.40,0.18,202.795,223.835,66.38014368,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,62-63",1.70,0.36,202.825,223.865,66.38197126,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,71-72",1.64,0.32,202.915,223.955,66.38745402,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,74-75",1.41,0.20,202.945,223.985,66.38928161,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,77-78",1.48,0.31,202.975,224.015,66.3911092,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,83-84",1.50,0.39,203.035,224.075,66.39476437,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,92-93",1.44,0.41,203.125,224.165,66.40024713,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,98-99",1.27,0.15,203.185,224.225,66.4039023,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,101-102",1.44,0.42,203.215,224.255,66.40572989,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,104-105",1.49,0.45,203.245,224.285,66.40755747,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,110-111",1.38,0.44,203.305,224.345,66.41121264,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,113-114",1.51,0.38,203.335,224.375,66.41304023,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,116-117",1.52,0.36,203.365,224.405,66.41486782,Barnet et al. (2017),benthic foraminifera
"208-1262C-13H-7,119-120",1.38,0.23,203.395,224.435,66.4166954,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-1,89-90",1.57,0.36,201.295,224.475,66.41889286,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-1,95-96",1.50,0.45,201.355,224.535,66.42213776,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-1,98-99",1.43,0.49,201.385,224.565,66.4237602,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-1,104-105",1.39,0.42,201.445,224.625,66.4270051,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-1,110-111",1.37,0.35,201.505,224.685,66.43025,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-1,119-120",1.43,0.47,201.595,224.775,66.43511735,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-1,125-126",1.45,0.46,201.655,224.835,66.43836224,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-1,134-135",1.38,0.38,201.745,224.925,66.44322959,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-1,140-141",1.38,0.38,201.805,224.985,66.44647449,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-1,146-147",1.24,0.35,201.865,225.045,66.44971939,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,2-3",1.31,0.31,201.925,225.105,66.45296429,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,5-6",1.29,0.28,201.955,225.135,66.45458673,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,8-9",1.36,0.35,201.985,225.165,66.45620918,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,14-15",1.34,0.39,202.045,225.225,66.45945408,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,20-21",1.48,0.13,202.105,225.285,66.46269898,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,29-30",1.29,0.27,202.195,225.375,66.46756633,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,35-36",1.40,0.31,202.255,225.435,66.47081122,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,38-39",1.33,0.36,202.285,225.465,66.47243367,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,44-45",1.44,0.37,202.345,225.525,66.47567857,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,47-48",1.43,0.41,202.375,225.555,66.47730102,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,53-54",1.27,0.27,202.435,225.615,66.48054592,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,59-60",1.37,0.28,202.495,225.675,66.48379082,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,68-69",1.25,0.30,202.585,225.765,66.48865816,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,74-75",1.17,0.26,202.645,225.825,66.49190306,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,80-81",1.14,0.25,202.705,225.885,66.49514796,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,89-90",0.92,0.26,202.795,225.975,66.50001531,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,92-93",1.35,0.37,202.825,226.005,66.50163776,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,95-96",1.22,0.38,202.855,226.035,66.5032602,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,101-102",1.23,0.40,202.915,226.095,66.5065051,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,104-105",1.30,0.43,202.945,226.125,66.50812755,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,110-111",1.23,0.33,203.005,226.185,66.51137245,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,116-117",1.15,0.27,203.065,226.245,66.51461735,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,125-126",1.09,0.31,203.155,226.335,66.51948469,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,131-132",1.22,0.38,203.215,226.395,66.52272959,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,134-135",1.26,0.25,203.245,226.425,66.52426777,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,140-141",1.37,0.34,203.305,226.485,66.52731043,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,146-147",1.39,0.33,203.365,226.545,66.53035308,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-2,149-150",1.35,0.35,203.395,226.575,66.53187441,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-3,2-3",1.32,0.31,203.425,226.605,66.53339573,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-3,5-6",1.28,0.30,203.455,226.635,66.53491706,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-3,11-12",1.08,0.27,203.515,226.695,66.53795972,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-3,14-15",0.98,0.32,203.545,226.725,66.53948104,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-3,17-18",1.10,0.22,203.575,226.755,66.54100237,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-3,20-21",1.03,0.22,203.605,226.785,66.5425237,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-3,29-30",1.23,0.31,203.695,226.875,66.54708768,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-3,35-36",1.41,0.28,203.755,226.935,66.55013033,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-3,38-39",1.39,0.38,203.785,226.965,66.55165166,Barnet et al. (2017),benthic foraminifera
"208-1262B-23H-3,41-42",1.38,0.32,203.815,227.000,66.55344682,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,62-63",1.29,0.34,203.625,227.045,66.55570853,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,65-66",1.46,0.41,203.655,227.075,66.55722986,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,71-72",1.45,0.44,203.715,227.135,66.56027251,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,77-78",1.40,0.43,203.775,227.195,66.56331517,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,80-81",1.36,0.35,203.805,227.225,66.56483649,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,86-87",1.33,0.39,203.865,227.285,66.56787915,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,92-93",1.27,0.33,203.925,227.345,66.5709218,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,95-96",1.33,0.41,203.955,227.375,66.57244313,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,101-102",1.30,0.33,204.015,227.435,66.57548578,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,107-108",1.55,0.44,204.075,227.495,66.57852844,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,110-111",1.38,0.47,204.105,227.525,66.58004976,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,116-117",1.52,0.50,204.165,227.585,66.58309242,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,119-120",1.55,0.51,204.195,227.615,66.58461374,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,122-123",1.54,0.50,204.225,227.645,66.58613507,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,131-132",1.49,0.49,204.315,227.735,66.59069905,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,134-135",1.45,0.47,204.345,227.765,66.59222038,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,140-141",1.44,0.39,204.405,227.825,66.59526303,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,146-147",1.43,0.40,204.465,227.885,66.59830569,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-1,149-150",1.28,0.31,204.495,227.915,66.59982701,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,2-3",1.48,0.47,204.525,227.945,66.60134834,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,5-6",1.40,0.45,204.555,227.975,66.60286967,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,11-12",1.46,0.47,204.615,228.035,66.60591232,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,14-15",1.30,0.38,204.645,228.065,66.60743365,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,17-18",1.50,0.51,204.675,228.095,66.60895498,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,23-24",1.47,0.53,204.735,228.155,66.61199763,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,30-31",1.36,0.47,204.805,228.225,66.61554739,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,33-34",1.33,0.36,204.835,228.255,66.61706872,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,39-40",1.24,0.35,204.895,228.315,66.62011137,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,45-46",1.19,0.41,204.955,228.375,66.62315403,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,48-49",1.14,0.40,204.985,228.405,66.62467536,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,54-55",1.27,0.45,205.045,228.465,66.62771801,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,57-58",1.37,0.40,205.075,228.495,66.62923934,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,63-64",1.42,0.43,205.135,228.555,66.63239848,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,69-70",1.40,0.36,205.195,228.615,66.63559645,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,72-73",1.19,0.37,205.225,228.645,66.63719543,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,75-76",1.18,0.30,205.255,228.675,66.63879442,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,78-79",1.29,0.37,205.285,228.705,66.6403934,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,84-85",1.11,0.34,205.345,228.765,66.64359137,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,87-88",1.25,0.38,205.375,228.795,66.64519036,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,90-91",1.26,0.46,205.405,228.825,66.64678934,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,93-94",1.29,0.40,205.435,228.855,66.64838832,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,99-100",1.47,0.41,205.495,228.915,66.65158629,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,104-105",1.53,0.46,205.545,228.965,66.65425127,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,109-110",1.40,0.49,205.595,229.015,66.65691624,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,115-116",1.26,0.39,205.655,229.075,66.66011421,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,121-122",1.17,0.47,205.715,229.135,66.66331218,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,124-125",1.12,0.30,205.745,229.165,66.66491117,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,127-128",1.20,0.50,205.775,229.195,66.66651015,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,130-131",1.21,0.44,205.805,229.225,66.66810914,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,133-134",1.36,0.54,205.835,229.255,66.66970812,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,136-137",1.33,0.54,205.865,229.285,66.67130711,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,142-143",1.44,0.50,205.925,229.345,66.67450508,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,145-146",1.51,0.48,205.955,229.375,66.67610406,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-2,148-149",1.36,0.40,205.985,229.405,66.67770305,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,2-3",1.37,0.42,206.025,229.445,66.67983503,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,5-6",1.46,0.53,206.055,229.475,66.68143401,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,8-9",1.38,0.47,206.085,229.505,66.68303299,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,14-15",1.35,0.43,206.145,229.565,66.68623096,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,17-18",1.42,0.45,206.175,229.595,66.68782995,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,20-21",1.36,0.42,206.205,229.625,66.68942893,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,23-24",1.54,0.52,206.235,229.655,66.69102792,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,26-27",1.57,0.53,206.265,229.685,66.6926269,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,32-33",1.57,0.59,206.325,229.745,66.69582487,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,38-39",1.68,0.75,206.385,229.805,66.69902284,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,41-42",1.49,0.55,206.415,229.835,66.70062183,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,44-45",1.47,0.57,206.445,229.865,66.70222081,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,50-51",1.45,0.44,206.505,229.925,66.70541878,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,53-54",1.44,0.46,206.535,229.955,66.70701777,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,56-57",1.45,0.65,206.565,229.985,66.70861675,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,62-63",1.40,0.48,206.625,230.045,66.71181472,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,65-66",1.37,0.48,206.655,230.075,66.71341371,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,68-69",1.46,0.46,206.685,230.105,66.71501269,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,71-72",1.43,0.41,206.715,230.135,66.71661168,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,74-75",1.29,0.52,206.745,230.165,66.71821066,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,77-78",1.23,0.56,206.775,230.195,66.71980964,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,80-81",1.43,0.54,206.805,230.225,66.72140863,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,86-87",1.48,0.59,206.865,230.285,66.7246066,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,89-90",1.50,0.57,206.895,230.315,66.72620558,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,92-93",1.47,0.59,206.925,230.345,66.72780457,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,95-96",1.55,0.56,206.955,230.375,66.72940355,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,98-99",1.44,0.55,206.985,230.405,66.73100254,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,101-102",1.40,0.51,207.015,230.435,66.73260152,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,104-105",1.47,0.50,207.045,230.465,66.73420051,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,110-111",1.38,0.47,207.105,230.525,66.73722188,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,113-114",1.43,0.54,207.135,230.555,66.73870313,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,116-117",1.33,0.46,207.165,230.585,66.74018438,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,119-120",1.58,0.51,207.195,230.615,66.74166563,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,122-123",1.49,0.41,207.225,230.645,66.74314688,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,125-126",1.60,0.56,207.255,230.675,66.74462813,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,128-129",1.50,0.54,207.285,230.705,66.74610938,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,131-132",1.61,0.52,207.315,230.735,66.74759063,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,134-135",1.51,0.55,207.345,230.765,66.74907188,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,140-141",1.44,0.41,207.405,230.825,66.75203438,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,143-144",1.47,0.47,207.435,230.855,66.75351563,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,146-147",1.28,0.51,207.465,230.885,66.75499688,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-3,149-150",1.57,0.54,207.495,230.915,66.75647813,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,2-3",1.53,0.48,207.525,230.945,66.75795938,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,5-6",1.50,0.51,207.555,230.975,66.75944063,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,8-9",1.55,0.55,207.585,231.005,66.76092188,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,11-12",1.53,0.52,207.615,231.035,66.76240313,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,14-15",1.49,0.48,207.645,231.065,66.76388438,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,20-21",1.37,0.46,207.705,231.125,66.76684688,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,23-24",1.48,0.55,207.735,231.155,66.76832813,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,29-30",1.67,0.63,207.795,231.215,66.77129063,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,32-33",1.66,0.61,207.825,231.245,66.77277188,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,35-36",1.56,0.81,207.855,231.275,66.77425313,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,38-39",1.69,0.81,207.885,231.305,66.77573438,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,44-45",1.57,0.87,207.945,231.365,66.77869688,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,47-48",1.62,0.55,207.975,231.395,66.78017813,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,50-51",1.64,0.65,208.005,231.425,66.78165938,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,56-57",1.57,0.55,208.065,231.485,66.78462188,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,59-60",1.60,0.60,208.095,231.515,66.78610313,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,62-63",1.58,0.55,208.125,231.545,66.78758438,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,65-66",1.49,0.54,208.155,231.575,66.78906563,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,68-69",1.52,0.46,208.185,231.605,66.79054688,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,71-72",1.49,0.51,208.215,231.635,66.79202813,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,74-75",1.58,0.54,208.245,231.665,66.79350938,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,77-78",1.60,0.48,208.275,231.695,66.79499063,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,80-81",1.63,0.54,208.305,231.725,66.79647188,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,83-84",1.65,0.53,208.335,231.755,66.79795313,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,86-87",1.55,0.50,208.365,231.785,66.79943438,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,92-93",1.67,0.57,208.425,231.845,66.80239688,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,95-96",1.61,0.60,208.455,231.875,66.80387813,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,98-99",1.66,0.60,208.485,231.905,66.80535938,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,101-102",1.58,0.59,208.515,231.935,66.80684063,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,104-105",1.52,0.57,208.545,231.965,66.80832188,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,107-108",1.67,0.63,208.575,231.995,66.80980313,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,110-111",1.55,0.52,208.605,232.025,66.81128438,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,113-114",1.58,0.53,208.635,232.055,66.81276563,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,116-117",1.65,0.56,208.665,232.085,66.81432877,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,119-120",1.54,0.55,208.695,232.115,66.81630137,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,122-123",1.52,0.54,208.725,232.145,66.81827397,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,125-126",1.56,0.56,208.755,232.175,66.82024658,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,128-129",1.57,0.53,208.785,232.205,66.82221918,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,131-132",1.58,0.58,208.815,232.235,66.82419178,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,134-135",1.65,0.57,208.845,232.265,66.82616438,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,137-138",1.66,0.54,208.875,232.295,66.82813699,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,140-141",1.62,0.51,208.905,232.325,66.83010959,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,143-144",1.60,0.52,208.935,232.355,66.83208219,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,146-147",1.64,0.59,208.965,232.385,66.83405479,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-4,149-150",1.58,0.53,208.995,232.415,66.8360274,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,2-3",1.51,0.47,209.025,232.445,66.838,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,8-9",1.62,0.61,209.085,232.505,66.84194521,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,11-12",1.48,0.54,209.115,232.535,66.84391781,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,14-15",1.61,0.65,209.145,232.565,66.84589041,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,17-18",1.58,0.57,209.175,232.595,66.84786301,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,20-21",1.44,0.52,209.205,232.625,66.84983562,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,23-24",1.65,0.62,209.235,232.655,66.85180822,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,26-27",1.63,0.58,209.265,232.685,66.85378082,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,29-30",1.61,0.52,209.295,232.715,66.85575342,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,32-33",1.54,0.51,209.325,232.745,66.85772603,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,38-39",1.57,0.47,209.385,232.805,66.86167123,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,44-45",1.54,0.48,209.445,232.865,66.86561644,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,47-48",1.63,0.47,209.475,232.895,66.86758904,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,50-51",1.56,0.48,209.505,232.925,66.86956164,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,53-54",1.57,0.45,209.535,232.955,66.87153425,Barnet et al. (2017),benthic foraminifera
"208-1262C-14H-5,56-57",1.49,0.49,209.565,232.985,66.87350685,Barnet et al. (2017),benthic foraminifera
