Sample label,d13C,d18O,mbsf,mcd,"age DT14/Woelders17, La11",Source,comment
,2.97,0.15,,229.800,66.698756,"Woelders et al., 2017",bulk carbonate
,2.90,0.08,,229.830,66.700355,"Woelders et al., 2017",bulk carbonate
,2.98,0.03,,229.860,66.701954,"Woelders et al., 2017",bulk carbonate
,2.96,0.13,,229.890,66.703553,"Woelders et al., 2017",bulk carbonate
,3.00,0.07,,229.920,66.705152,"Woelders et al., 2017",bulk carbonate
,2.89,0.11,,229.950,66.706751,"Woelders et al., 2017",bulk carbonate
,2.92,0.10,,229.980,66.70835,"Woelders et al., 2017",bulk carbonate
,2.96,0.11,,230.010,66.709949,"Woelders et al., 2017",bulk carbonate
,2.91,0.07,,230.040,66.711548,"Woelders et al., 2017",bulk carbonate
,2.89,0.11,,230.100,66.714746,"Woelders et al., 2017",bulk carbonate
,2.90,0.11,,230.130,66.716345,"Woelders et al., 2017",bulk carbonate
,2.85,0.07,,230.160,66.717944,"Woelders et al., 2017",bulk carbonate
,2.94,0.11,,230.190,66.719543,"Woelders et al., 2017",bulk carbonate
,2.88,0.02,,230.220,66.721142,"Woelders et al., 2017",bulk carbonate
,2.92,0.12,,230.250,66.722741,"Woelders et al., 2017",bulk carbonate
,3.05,0.19,,230.280,66.72434,"Woelders et al., 2017",bulk carbonate
,2.84,0.03,,230.310,66.725939,"Woelders et al., 2017",bulk carbonate
,2.81,0.01,,230.340,66.727538,"Woelders et al., 2017",bulk carbonate
,2.87,0.02,,230.370,66.729137,"Woelders et al., 2017",bulk carbonate
,2.78,-0.01,,230.400,66.730736,"Woelders et al., 2017",bulk carbonate
,2.81,0.10,,230.430,66.732335,"Woelders et al., 2017",bulk carbonate
,2.88,0.11,,230.460,66.733934,"Woelders et al., 2017",bulk carbonate
,2.78,0.12,,230.490,66.735494,"Woelders et al., 2017",bulk carbonate
,2.82,-0.02,,230.520,66.736975,"Woelders et al., 2017",bulk carbonate
,2.85,0.08,,230.550,66.738456,"Woelders et al., 2017",bulk carbonate
,3.01,0.13,,230.580,66.739937,"Woelders et al., 2017",bulk carbonate
,2.92,0.08,,230.610,66.741419,"Woelders et al., 2017",bulk carbonate
,2.93,0.09,,230.640,66.7429,"Woelders et al., 2017",bulk carbonate
,2.91,0.03,,230.670,66.744381,"Woelders et al., 2017",bulk carbonate
,3.01,0.18,,230.700,66.745862,"Woelders et al., 2017",bulk carbonate
,2.95,-0.01,,230.730,66.747344,"Woelders et al., 2017",bulk carbonate
,2.97,0.07,,230.760,66.748825,"Woelders et al., 2017",bulk carbonate
,2.89,0.18,,230.790,66.750306,"Woelders et al., 2017",bulk carbonate
,2.83,0.08,,230.820,66.751787,"Woelders et al., 2017",bulk carbonate
,2.84,-0.02,,230.850,66.753269,"Woelders et al., 2017",bulk carbonate
,2.79,-0.27,,230.880,66.75475,"Woelders et al., 2017",bulk carbonate
,2.87,-0.13,,230.910,66.756231,"Woelders et al., 2017",bulk carbonate
,2.85,-0.16,,230.940,66.757712,"Woelders et al., 2017",bulk carbonate
,2.91,-0.24,,230.970,66.759194,"Woelders et al., 2017",bulk carbonate
,2.86,-0.07,,231.000,66.760675,"Woelders et al., 2017",bulk carbonate
,2.90,-0.02,,231.030,66.762156,"Woelders et al., 2017",bulk carbonate
,2.80,-0.07,,231.060,66.763637,"Woelders et al., 2017",bulk carbonate
,2.82,-0.06,,231.090,66.765119,"Woelders et al., 2017",bulk carbonate
,2.81,-0.17,,231.120,66.7666,"Woelders et al., 2017",bulk carbonate
,2.90,-0.11,,231.150,66.768081,"Woelders et al., 2017",bulk carbonate
,2.90,-0.07,,231.180,66.769562,"Woelders et al., 2017",bulk carbonate
,2.98,-0.14,,231.210,66.771044,"Woelders et al., 2017",bulk carbonate
,2.96,-0.01,,231.240,66.772525,"Woelders et al., 2017",bulk carbonate
,2.95,-0.01,,231.270,66.774006,"Woelders et al., 2017",bulk carbonate
,2.93,0.04,,231.300,66.775487,"Woelders et al., 2017",bulk carbonate
,2.95,-0.21,,231.330,66.776969,"Woelders et al., 2017",bulk carbonate
,2.92,-0.06,,231.360,66.77845,"Woelders et al., 2017",bulk carbonate
,2.91,0.03,,231.390,66.779931,"Woelders et al., 2017",bulk carbonate
,2.92,0.13,,231.450,66.782894,"Woelders et al., 2017",bulk carbonate
,2.92,0.14,,231.480,66.784375,"Woelders et al., 2017",bulk carbonate
,2.97,0.04,,231.510,66.785856,"Woelders et al., 2017",bulk carbonate
,2.77,0.11,,231.540,66.787337,"Woelders et al., 2017",bulk carbonate
,2.94,0.04,,231.570,66.788819,"Woelders et al., 2017",bulk carbonate
,2.93,0.06,,231.600,66.7903,"Woelders et al., 2017",bulk carbonate
,2.96,0.08,,231.630,66.791781,"Woelders et al., 2017",bulk carbonate
,3.12,0.25,,231.690,66.794744,"Woelders et al., 2017",bulk carbonate
,3.05,0.04,,231.720,66.796225,"Woelders et al., 2017",bulk carbonate
,3.02,0.21,,231.750,66.797706,"Woelders et al., 2017",bulk carbonate
,3.14,0.10,,231.780,66.799188,"Woelders et al., 2017",bulk carbonate
,3.13,0.29,,231.810,66.800669,"Woelders et al., 2017",bulk carbonate
,3.05,-0.03,,231.840,66.80215,"Woelders et al., 2017",bulk carbonate
,3.12,0.00,,231.870,66.803631,"Woelders et al., 2017",bulk carbonate
,3.06,0.00,,231.900,66.805112,"Woelders et al., 2017",bulk carbonate
,3.06,0.07,,231.930,66.806594,"Woelders et al., 2017",bulk carbonate
,3.07,-0.04,,231.960,66.808075,"Woelders et al., 2017",bulk carbonate
,3.03,0.05,,231.990,66.809556,"Woelders et al., 2017",bulk carbonate
,3.01,-0.02,,232.020,66.811037,"Woelders et al., 2017",bulk carbonate
,2.99,0.11,,232.050,66.812519,"Woelders et al., 2017",bulk carbonate
,3.00,0.21,,232.080,66.814,"Woelders et al., 2017",bulk carbonate
,3.05,-0.10,,232.110,66.815973,"Woelders et al., 2017",bulk carbonate
,3.17,0.02,,232.140,66.817945,"Woelders et al., 2017",bulk carbonate
,3.16,-0.02,,232.170,66.819918,"Woelders et al., 2017",bulk carbonate
,3.23,-0.04,,232.200,66.82189,"Woelders et al., 2017",bulk carbonate
,3.15,-0.02,,232.230,66.823863,"Woelders et al., 2017",bulk carbonate
,3.14,-0.09,,232.260,66.825836,"Woelders et al., 2017",bulk carbonate
,3.11,0.01,,232.290,66.827808,"Woelders et al., 2017",bulk carbonate
,3.22,0.13,,232.320,66.829781,"Woelders et al., 2017",bulk carbonate
,3.14,0.10,,232.350,66.831753,"Woelders et al., 2017",bulk carbonate
,3.10,0.09,,232.380,66.833726,"Woelders et al., 2017",bulk carbonate
,3.18,0.11,,232.410,66.835699,"Woelders et al., 2017",bulk carbonate
,3.18,0.05,,232.440,66.837671,"Woelders et al., 2017",bulk carbonate
,3.12,0.02,,232.470,66.839644,"Woelders et al., 2017",bulk carbonate
,3.18,-0.05,,232.500,66.841616,"Woelders et al., 2017",bulk carbonate
,3.23,-0.01,,232.530,66.843589,"Woelders et al., 2017",bulk carbonate
,3.23,0.00,,232.560,66.845562,"Woelders et al., 2017",bulk carbonate
,3.18,0.10,,232.590,66.847534,"Woelders et al., 2017",bulk carbonate
,3.26,-0.01,,232.620,66.849507,"Woelders et al., 2017",bulk carbonate
,3.09,0.02,,232.650,66.851479,"Woelders et al., 2017",bulk carbonate
,3.12,0.03,,232.680,66.853452,"Woelders et al., 2017",bulk carbonate
,3.25,0.13,,232.710,66.855425,"Woelders et al., 2017",bulk carbonate
,3.24,-0.04,,232.740,66.857397,"Woelders et al., 2017",bulk carbonate
,3.15,-0.04,,232.770,66.85937,"Woelders et al., 2017",bulk carbonate
,3.21,-0.03,,232.800,66.861342,"Woelders et al., 2017",bulk carbonate
,3.16,-0.05,,232.830,66.863315,"Woelders et al., 2017",bulk carbonate
,3.18,0.03,,232.860,66.865288,"Woelders et al., 2017",bulk carbonate
,3.20,-0.16,,232.890,66.86726,"Woelders et al., 2017",bulk carbonate
,3.17,-0.03,,232.920,66.869233,"Woelders et al., 2017",bulk carbonate
,3.10,-0.01,,232.950,66.871205,"Woelders et al., 2017",bulk carbonate
,3.10,0.12,,232.980,66.873178,"Woelders et al., 2017",bulk carbonate
,3.15,-0.06,,233.010,66.875151,"Woelders et al., 2017",bulk carbonate
,3.14,-0.05,,233.040,66.877123,"Woelders et al., 2017",bulk carbonate
,3.28,0.07,,233.100,66.881068,"Woelders et al., 2017",bulk carbonate
,3.13,0.10,,233.130,66.883041,"Woelders et al., 2017",bulk carbonate
,3.24,0.16,,233.160,66.885014,"Woelders et al., 2017",bulk carbonate
,3.10,0.06,,233.280,66.892904,"Woelders et al., 2017",bulk carbonate
,3.03,-0.03,,233.310,66.894877,"Woelders et al., 2017",bulk carbonate
,2.97,0.01,,233.340,66.896849,"Woelders et al., 2017",bulk carbonate
,3.09,0.01,,233.370,66.898822,"Woelders et al., 2017",bulk carbonate
,3.13,0.03,,233.400,66.900795,"Woelders et al., 2017",bulk carbonate
,3.03,0.08,,233.430,66.902767,"Woelders et al., 2017",bulk carbonate
,3.03,0.00,,233.460,66.90474,"Woelders et al., 2017",bulk carbonate
,3.11,-0.15,,233.520,66.908685,"Woelders et al., 2017",bulk carbonate
,3.04,0.00,,233.550,66.910627,"Woelders et al., 2017",bulk carbonate
,3.03,0.39,,233.580,66.912506,"Woelders et al., 2017",bulk carbonate
,3.11,-0.06,,233.610,66.914386,"Woelders et al., 2017",bulk carbonate
,3.02,0.02,,233.640,66.916265,"Woelders et al., 2017",bulk carbonate
,2.95,0.06,,233.670,66.918145,"Woelders et al., 2017",bulk carbonate
,2.92,-0.08,,233.700,66.920024,"Woelders et al., 2017",bulk carbonate
,2.95,-0.05,,233.730,66.921904,"Woelders et al., 2017",bulk carbonate
,3.04,0.00,,233.760,66.923783,"Woelders et al., 2017",bulk carbonate
,3.05,0.04,,233.790,66.925663,"Woelders et al., 2017",bulk carbonate
,3.06,0.07,,233.820,66.927542,"Woelders et al., 2017",bulk carbonate
,2.95,-0.13,,233.850,66.929422,"Woelders et al., 2017",bulk carbonate
,2.99,-0.19,,233.880,66.931301,"Woelders et al., 2017",bulk carbonate
,2.96,-0.09,,233.910,66.933181,"Woelders et al., 2017",bulk carbonate
,3.05,-0.03,,233.940,66.93506,"Woelders et al., 2017",bulk carbonate
,3.08,0.13,,234.000,66.938819,"Woelders et al., 2017",bulk carbonate
,3.09,-0.09,,234.030,66.940699,"Woelders et al., 2017",bulk carbonate
,2.97,-0.11,,234.060,66.942578,"Woelders et al., 2017",bulk carbonate
,3.03,-0.06,,234.090,66.944458,"Woelders et al., 2017",bulk carbonate
,3.05,-0.05,,234.150,66.948217,"Woelders et al., 2017",bulk carbonate
,3.09,-0.01,,234.180,66.950096,"Woelders et al., 2017",bulk carbonate
,3.07,-0.01,,234.210,66.951976,"Woelders et al., 2017",bulk carbonate
,3.10,-0.12,,234.240,66.953855,"Woelders et al., 2017",bulk carbonate
,2.85,-0.25,,234.270,66.955735,"Woelders et al., 2017",bulk carbonate
,2.99,-0.18,,234.300,66.957614,"Woelders et al., 2017",bulk carbonate
,3.12,-0.06,,234.330,66.959494,"Woelders et al., 2017",bulk carbonate
,3.06,-0.08,,234.360,66.961373,"Woelders et al., 2017",bulk carbonate
,2.92,-0.08,,234.390,66.963253,"Woelders et al., 2017",bulk carbonate
,2.93,-0.03,,234.420,66.965133,"Woelders et al., 2017",bulk carbonate
,2.88,-0.06,,234.450,66.967012,"Woelders et al., 2017",bulk carbonate
,2.96,-0.05,,234.480,66.968892,"Woelders et al., 2017",bulk carbonate
,2.94,0.07,,234.540,66.972651,"Woelders et al., 2017",bulk carbonate
,3.12,0.11,,234.570,66.97453,"Woelders et al., 2017",bulk carbonate
,3.00,0.04,,234.600,66.97641,"Woelders et al., 2017",bulk carbonate
,2.97,-0.05,,234.630,66.978289,"Woelders et al., 2017",bulk carbonate
,2.93,0.05,,234.660,66.980169,"Woelders et al., 2017",bulk carbonate
,3.05,-0.07,,234.690,66.982048,"Woelders et al., 2017",bulk carbonate
,2.96,-0.02,,234.720,66.983928,"Woelders et al., 2017",bulk carbonate
,2.84,-0.06,,234.750,66.985807,"Woelders et al., 2017",bulk carbonate
,2.79,-0.02,,234.780,66.987687,"Woelders et al., 2017",bulk carbonate
,2.88,0.19,,234.810,66.989566,"Woelders et al., 2017",bulk carbonate
,2.70,-0.17,,234.840,66.991446,"Woelders et al., 2017",bulk carbonate
,2.80,0.01,,234.870,66.993325,"Woelders et al., 2017",bulk carbonate
,2.75,-0.09,,234.900,66.995205,"Woelders et al., 2017",bulk carbonate
,2.95,-0.05,,234.930,66.997084,"Woelders et al., 2017",bulk carbonate
,2.94,-0.03,,234.960,66.998964,"Woelders et al., 2017",bulk carbonate
,2.95,-0.04,,234.990,67.000843,"Woelders et al., 2017",bulk carbonate
,2.91,-0.13,,235.020,67.002723,"Woelders et al., 2017",bulk carbonate
,2.92,-0.22,,235.050,67.004602,"Woelders et al., 2017",bulk carbonate
,2.91,-0.12,,235.080,67.006482,"Woelders et al., 2017",bulk carbonate
,2.98,0.05,,235.110,67.008361,"Woelders et al., 2017",bulk carbonate
,2.95,0.04,,235.140,67.010241,"Woelders et al., 2017",bulk carbonate
,3.12,0.12,,235.170,67.01212,"Woelders et al., 2017",bulk carbonate
,3.22,0.18,,235.200,67.014,"Woelders et al., 2017",bulk carbonate
,3.03,0.06,,235.230,67.01588,"Woelders et al., 2017",bulk carbonate
,3.21,0.18,,235.260,67.017759,"Woelders et al., 2017",bulk carbonate
,3.14,0.08,,235.320,67.021518,"Woelders et al., 2017",bulk carbonate
,3.15,0.11,,235.350,67.023398,"Woelders et al., 2017",bulk carbonate
,3.28,0.19,,235.380,67.025277,"Woelders et al., 2017",bulk carbonate
,3.16,0.04,,235.410,67.027157,"Woelders et al., 2017",bulk carbonate
,3.20,0.04,,235.440,67.029036,"Woelders et al., 2017",bulk carbonate
,3.03,-0.03,,235.470,67.030916,"Woelders et al., 2017",bulk carbonate
,3.40,0.19,,235.500,67.032795,"Woelders et al., 2017",bulk carbonate
,3.30,0.30,,235.530,67.034675,"Woelders et al., 2017",bulk carbonate
,3.25,0.12,,235.560,67.036554,"Woelders et al., 2017",bulk carbonate
,3.12,0.12,,235.590,67.038434,"Woelders et al., 2017",bulk carbonate
,3.13,0.07,,235.620,67.040313,"Woelders et al., 2017",bulk carbonate
,3.22,0.09,,235.650,67.042193,"Woelders et al., 2017",bulk carbonate
,3.25,0.20,,235.680,67.044072,"Woelders et al., 2017",bulk carbonate
,2.95,-0.02,,235.710,67.045952,"Woelders et al., 2017",bulk carbonate
,3.10,0.08,,235.740,67.047831,"Woelders et al., 2017",bulk carbonate
,3.12,0.07,,235.770,67.049711,"Woelders et al., 2017",bulk carbonate
,3.18,,,235.800,67.05159,"Woelders et al., 2017",bulk carbonate
,3.01,0.09,,235.830,67.05347,"Woelders et al., 2017",bulk carbonate
,3.09,0.09,,235.860,67.055349,"Woelders et al., 2017",bulk carbonate
,3.01,0.13,,235.890,67.057229,"Woelders et al., 2017",bulk carbonate
,3.00,0.11,,235.920,67.059108,"Woelders et al., 2017",bulk carbonate
,2.97,0.07,,235.950,67.060988,"Woelders et al., 2017",bulk carbonate
,2.92,0.07,,235.980,67.062867,"Woelders et al., 2017",bulk carbonate
,3.34,0.14,,236.010,67.064747,"Woelders et al., 2017",bulk carbonate
,3.24,-0.02,,236.040,67.066627,"Woelders et al., 2017",bulk carbonate
,3.42,0.13,,236.070,67.068506,"Woelders et al., 2017",bulk carbonate
